sample	individual	environment	site
s_404239096_KG	s_404239096	ORAL_CAVITY	KG
s_404239096_PT	s_404239096	ORAL_CAVITY	PT
s_404239096_ST	s_404239096	GUT	ST
s_404239096_SUBP	s_404239096	ORAL_CAVITY	SUBP
s_404239096_SUPP	s_404239096	ORAL_CAVITY	SUPP
s_404239096_SV	s_404239096	ORAL_CAVITY	SV
s_404239096_TD	s_404239096	ORAL_CAVITY	TD
s_404239096_TH	s_404239096	ORAL_CAVITY	TH
s_414519462_BM	s_414519462	ORAL_CAVITY	BM
s_414519462_HP	s_414519462	ORAL_CAVITY	HP
s_414519462_KG	s_414519462	ORAL_CAVITY	KG
s_414519462_PT	s_414519462	ORAL_CAVITY	PT
s_414519462_ST	s_414519462	GUT	ST
s_414519462_SUBP	s_414519462	ORAL_CAVITY	SUBP
s_414519462_SUPP	s_414519462	ORAL_CAVITY	SUPP
s_414519462_SV	s_414519462	ORAL_CAVITY	SV
s_414519462_TD	s_414519462	ORAL_CAVITY	TD
s_414519462_TH	s_414519462	ORAL_CAVITY	TH
s_432193348_BM	s_432193348	ORAL_CAVITY	BM
s_432193348_HP	s_432193348	ORAL_CAVITY	HP
s_432193348_KG	s_432193348	ORAL_CAVITY	KG
s_432193348_PT	s_432193348	ORAL_CAVITY	PT
s_432193348_ST	s_432193348	GUT	ST
s_432193348_SUBP	s_432193348	ORAL_CAVITY	SUBP
s_432193348_SUPP	s_432193348	ORAL_CAVITY	SUPP
s_432193348_SV	s_432193348	ORAL_CAVITY	SV
s_432193348_TD	s_432193348	ORAL_CAVITY	TD
s_432193348_TH	s_432193348	ORAL_CAVITY	TH
s_441369442_BM	s_441369442	ORAL_CAVITY	BM
s_441369442_HP	s_441369442	ORAL_CAVITY	HP
s_441369442_KG	s_441369442	ORAL_CAVITY	KG
s_441369442_PT	s_441369442	ORAL_CAVITY	PT
s_441369442_ST	s_441369442	GUT	ST
s_441369442_SUBP	s_441369442	ORAL_CAVITY	SUBP
s_441369442_SUPP	s_441369442	ORAL_CAVITY	SUPP
s_441369442_SV	s_441369442	ORAL_CAVITY	SV
s_441369442_TD	s_441369442	ORAL_CAVITY	TD
s_441369442_TH	s_441369442	ORAL_CAVITY	TH
s_451588811_BM	s_451588811	ORAL_CAVITY	BM
s_451588811_HP	s_451588811	ORAL_CAVITY	HP
s_451588811_KG	s_451588811	ORAL_CAVITY	KG
s_451588811_PT	s_451588811	ORAL_CAVITY	PT
s_451588811_ST	s_451588811	GUT	ST
s_451588811_SUBP	s_451588811	ORAL_CAVITY	SUBP
s_451588811_SUPP	s_451588811	ORAL_CAVITY	SUPP
s_451588811_SV	s_451588811	ORAL_CAVITY	SV
s_451588811_TD	s_451588811	ORAL_CAVITY	TD
s_451588811_TH	s_451588811	ORAL_CAVITY	TH
s_492786515_BM	s_492786515	ORAL_CAVITY	BM
s_492786515_HP	s_492786515	ORAL_CAVITY	HP
s_492786515_KG	s_492786515	ORAL_CAVITY	KG
s_492786515_PT	s_492786515	ORAL_CAVITY	PT
s_492786515_ST	s_492786515	GUT	ST
s_492786515_SUBP	s_492786515	ORAL_CAVITY	SUBP
s_492786515_SUPP	s_492786515	ORAL_CAVITY	SUPP
s_492786515_SV	s_492786515	ORAL_CAVITY	SV
s_492786515_TD	s_492786515	ORAL_CAVITY	TD
s_492786515_TH	s_492786515	ORAL_CAVITY	TH
s_514014184_BM	s_514014184	ORAL_CAVITY	BM
s_514014184_HP	s_514014184	ORAL_CAVITY	HP
s_514014184_KG	s_514014184	ORAL_CAVITY	KG
s_514014184_PT	s_514014184	ORAL_CAVITY	PT
s_514014184_ST	s_514014184	GUT	ST
s_514014184_SUBP	s_514014184	ORAL_CAVITY	SUBP
s_514014184_SUPP	s_514014184	ORAL_CAVITY	SUPP
s_514014184_SV	s_514014184	ORAL_CAVITY	SV
s_514014184_TD	s_514014184	ORAL_CAVITY	TD
s_514014184_TH	s_514014184	ORAL_CAVITY	TH
s_517810313_BM	s_517810313	ORAL_CAVITY	BM
s_517810313_HP	s_517810313	ORAL_CAVITY	HP
s_517810313_KG	s_517810313	ORAL_CAVITY	KG
s_517810313_PT	s_517810313	ORAL_CAVITY	PT
s_517810313_ST	s_517810313	GUT	ST
s_517810313_SUBP	s_517810313	ORAL_CAVITY	SUBP
s_517810313_SUPP	s_517810313	ORAL_CAVITY	SUPP
s_517810313_SV	s_517810313	ORAL_CAVITY	SV
s_517810313_TD	s_517810313	ORAL_CAVITY	TD
s_517810313_TH	s_517810313	ORAL_CAVITY	TH
s_533247696_BM	s_533247696	ORAL_CAVITY	BM
s_533247696_HP	s_533247696	ORAL_CAVITY	HP
s_533247696_KG	s_533247696	ORAL_CAVITY	KG
s_533247696_PT	s_533247696	ORAL_CAVITY	PT
s_533247696_ST	s_533247696	GUT	ST
s_533247696_SUBP	s_533247696	ORAL_CAVITY	SUBP
s_533247696_SUPP	s_533247696	ORAL_CAVITY	SUPP
s_533247696_SV	s_533247696	ORAL_CAVITY	SV
s_533247696_TD	s_533247696	ORAL_CAVITY	TD
s_533247696_TH	s_533247696	ORAL_CAVITY	TH
s_604812005_BM	s_604812005	ORAL_CAVITY	BM
s_604812005_HP	s_604812005	ORAL_CAVITY	HP
s_604812005_KG	s_604812005	ORAL_CAVITY	KG
s_604812005_PT	s_604812005	ORAL_CAVITY	PT
s_604812005_ST	s_604812005	GUT	ST
s_604812005_SUBP	s_604812005	ORAL_CAVITY	SUBP
s_604812005_SUPP	s_604812005	ORAL_CAVITY	SUPP
s_604812005_SV	s_604812005	ORAL_CAVITY	SV
s_604812005_TD	s_604812005	ORAL_CAVITY	TD
s_604812005_TH	s_604812005	ORAL_CAVITY	TH
s_612472597_BM	s_612472597	ORAL_CAVITY	BM
s_612472597_HP	s_612472597	ORAL_CAVITY	HP
s_612472597_KG	s_612472597	ORAL_CAVITY	KG
s_612472597_PT	s_612472597	ORAL_CAVITY	PT
s_612472597_ST	s_612472597	GUT	ST
s_612472597_SUBP	s_612472597	ORAL_CAVITY	SUBP
s_612472597_SUPP	s_612472597	ORAL_CAVITY	SUPP
s_612472597_SV	s_612472597	ORAL_CAVITY	SV
s_612472597_TD	s_612472597	ORAL_CAVITY	TD
s_612472597_TH	s_612472597	ORAL_CAVITY	TH
s_638754422_BM	s_638754422	ORAL_CAVITY	BM
s_638754422_HP	s_638754422	ORAL_CAVITY	HP
s_638754422_KG	s_638754422	ORAL_CAVITY	KG
s_638754422_PT	s_638754422	ORAL_CAVITY	PT
s_638754422_ST	s_638754422	GUT	ST
s_638754422_SUBP	s_638754422	ORAL_CAVITY	SUBP
s_638754422_SUPP	s_638754422	ORAL_CAVITY	SUPP
s_638754422_SV	s_638754422	ORAL_CAVITY	SV
s_638754422_TD	s_638754422	ORAL_CAVITY	TD
s_638754422_TH	s_638754422	ORAL_CAVITY	TH
s_650853796_BM	s_650853796	ORAL_CAVITY	BM
s_650853796_HP	s_650853796	ORAL_CAVITY	HP
s_650853796_KG	s_650853796	ORAL_CAVITY	KG
s_650853796_PT	s_650853796	ORAL_CAVITY	PT
s_650853796_ST	s_650853796	GUT	ST
s_650853796_SUBP	s_650853796	ORAL_CAVITY	SUBP
s_650853796_SUPP	s_650853796	ORAL_CAVITY	SUPP
s_650853796_SV	s_650853796	ORAL_CAVITY	SV
s_650853796_TD	s_650853796	ORAL_CAVITY	TD
s_650853796_TH	s_650853796	ORAL_CAVITY	TH
s_668248235_BM	s_668248235	ORAL_CAVITY	BM
s_668248235_HP	s_668248235	ORAL_CAVITY	HP
s_668248235_KG	s_668248235	ORAL_CAVITY	KG
s_668248235_PT	s_668248235	ORAL_CAVITY	PT
s_668248235_ST	s_668248235	GUT	ST
s_668248235_SUBP	s_668248235	ORAL_CAVITY	SUBP
s_668248235_SUPP	s_668248235	ORAL_CAVITY	SUPP
s_668248235_SV	s_668248235	ORAL_CAVITY	SV
s_668248235_TD	s_668248235	ORAL_CAVITY	TD
s_668248235_TH	s_668248235	ORAL_CAVITY	TH
s_682449369_BM	s_682449369	ORAL_CAVITY	BM
s_682449369_HP	s_682449369	ORAL_CAVITY	HP
s_682449369_KG	s_682449369	ORAL_CAVITY	KG
s_682449369_PT	s_682449369	ORAL_CAVITY	PT
s_682449369_SUBP	s_682449369	ORAL_CAVITY	SUBP
s_682449369_SUPP	s_682449369	ORAL_CAVITY	SUPP
s_682449369_SV	s_682449369	ORAL_CAVITY	SV
s_682449369_TD	s_682449369	ORAL_CAVITY	TD
s_682449369_TH	s_682449369	ORAL_CAVITY	TH
s_686765762_BM	s_686765762	ORAL_CAVITY	BM
s_686765762_HP	s_686765762	ORAL_CAVITY	HP
s_686765762_KG	s_686765762	ORAL_CAVITY	KG
s_686765762_PT	s_686765762	ORAL_CAVITY	PT
s_686765762_ST	s_686765762	GUT	ST
s_686765762_SUBP	s_686765762	ORAL_CAVITY	SUBP
s_686765762_SUPP	s_686765762	ORAL_CAVITY	SUPP
s_686765762_SV	s_686765762	ORAL_CAVITY	SV
s_686765762_TD	s_686765762	ORAL_CAVITY	TD
s_686765762_TH	s_686765762	ORAL_CAVITY	TH
s_737052003_BM	s_737052003	ORAL_CAVITY	BM
s_737052003_HP	s_737052003	ORAL_CAVITY	HP
s_737052003_KG	s_737052003	ORAL_CAVITY	KG
s_737052003_PT	s_737052003	ORAL_CAVITY	PT
s_737052003_ST	s_737052003	GUT	ST
s_737052003_SUBP	s_737052003	ORAL_CAVITY	SUBP
s_737052003_SUPP	s_737052003	ORAL_CAVITY	SUPP
s_737052003_SV	s_737052003	ORAL_CAVITY	SV
s_737052003_TD	s_737052003	ORAL_CAVITY	TD
s_737052003_TH	s_737052003	ORAL_CAVITY	TH
s_763456073_BM	s_763456073	ORAL_CAVITY	BM
s_763456073_HP	s_763456073	ORAL_CAVITY	HP
s_763456073_KG	s_763456073	ORAL_CAVITY	KG
s_763456073_PT	s_763456073	ORAL_CAVITY	PT
s_763456073_ST	s_763456073	GUT	ST
s_763456073_SUBP	s_763456073	ORAL_CAVITY	SUBP
s_763456073_SUPP	s_763456073	ORAL_CAVITY	SUPP
s_763456073_SV	s_763456073	ORAL_CAVITY	SV
s_763456073_TD	s_763456073	ORAL_CAVITY	TD
s_763456073_TH	s_763456073	ORAL_CAVITY	TH
s_763719065_BM	s_763719065	ORAL_CAVITY	BM
s_763719065_HP	s_763719065	ORAL_CAVITY	HP
s_763719065_KG	s_763719065	ORAL_CAVITY	KG
s_763719065_PT	s_763719065	ORAL_CAVITY	PT
s_763719065_ST	s_763719065	GUT	ST
s_763719065_SUBP	s_763719065	ORAL_CAVITY	SUBP
s_763719065_SUPP	s_763719065	ORAL_CAVITY	SUPP
s_763719065_SV	s_763719065	ORAL_CAVITY	SV
s_763719065_TD	s_763719065	ORAL_CAVITY	TD
s_763719065_TH	s_763719065	ORAL_CAVITY	TH
s_763759525_BM	s_763759525	ORAL_CAVITY	BM
s_763759525_HP	s_763759525	ORAL_CAVITY	HP
s_763759525_KG	s_763759525	ORAL_CAVITY	KG
s_763759525_PT	s_763759525	ORAL_CAVITY	PT
s_763759525_ST	s_763759525	GUT	ST
s_763759525_SUBP	s_763759525	ORAL_CAVITY	SUBP
s_763759525_SUPP	s_763759525	ORAL_CAVITY	SUPP
s_763759525_SV	s_763759525	ORAL_CAVITY	SV
s_763759525_TD	s_763759525	ORAL_CAVITY	TD
s_763759525_TH	s_763759525	ORAL_CAVITY	TH
s_763880905_BM	s_763880905	ORAL_CAVITY	BM
s_763880905_HP	s_763880905	ORAL_CAVITY	HP
s_763880905_KG	s_763880905	ORAL_CAVITY	KG
s_763880905_PT	s_763880905	ORAL_CAVITY	PT
s_763880905_ST	s_763880905	GUT	ST
s_763880905_SUBP	s_763880905	ORAL_CAVITY	SUBP
s_763880905_SUPP	s_763880905	ORAL_CAVITY	SUPP
s_763880905_SV	s_763880905	ORAL_CAVITY	SV
s_763880905_TD	s_763880905	ORAL_CAVITY	TD
s_763880905_TH	s_763880905	ORAL_CAVITY	TH
s_763901136_BM	s_763901136	ORAL_CAVITY	BM
s_763901136_HP	s_763901136	ORAL_CAVITY	HP
s_763901136_KG	s_763901136	ORAL_CAVITY	KG
s_763901136_PT	s_763901136	ORAL_CAVITY	PT
s_763901136_ST	s_763901136	GUT	ST
s_763901136_SUBP	s_763901136	ORAL_CAVITY	SUBP
s_763901136_SUPP	s_763901136	ORAL_CAVITY	SUPP
s_763901136_SV	s_763901136	ORAL_CAVITY	SV
s_763901136_TD	s_763901136	ORAL_CAVITY	TD
s_763901136_TH	s_763901136	ORAL_CAVITY	TH
s_763921366_BM	s_763921366	ORAL_CAVITY	BM
s_763921366_HP	s_763921366	ORAL_CAVITY	HP
s_763921366_KG	s_763921366	ORAL_CAVITY	KG
s_763921366_PT	s_763921366	ORAL_CAVITY	PT
s_763921366_ST	s_763921366	GUT	ST
s_763921366_SUBP	s_763921366	ORAL_CAVITY	SUBP
s_763921366_SUPP	s_763921366	ORAL_CAVITY	SUPP
s_763921366_SV	s_763921366	ORAL_CAVITY	SV
s_763921366_TD	s_763921366	ORAL_CAVITY	TD
s_763921366_TH	s_763921366	ORAL_CAVITY	TH
s_763982056_BM	s_763982056	ORAL_CAVITY	BM
s_763982056_HP	s_763982056	ORAL_CAVITY	HP
s_763982056_KG	s_763982056	ORAL_CAVITY	KG
s_763982056_PT	s_763982056	ORAL_CAVITY	PT
s_763982056_ST	s_763982056	GUT	ST
s_763982056_SUBP	s_763982056	ORAL_CAVITY	SUBP
s_763982056_SUPP	s_763982056	ORAL_CAVITY	SUPP
s_763982056_SV	s_763982056	ORAL_CAVITY	SV
s_763982056_TD	s_763982056	ORAL_CAVITY	TD
s_763982056_TH	s_763982056	ORAL_CAVITY	TH
s_764002286_BM	s_764002286	ORAL_CAVITY	BM
s_764002286_HP	s_764002286	ORAL_CAVITY	HP
s_764002286_KG	s_764002286	ORAL_CAVITY	KG
s_764002286_PT	s_764002286	ORAL_CAVITY	PT
s_764002286_ST	s_764002286	GUT	ST
s_764002286_SUBP	s_764002286	ORAL_CAVITY	SUBP
s_764002286_SUPP	s_764002286	ORAL_CAVITY	SUPP
s_764002286_SV	s_764002286	ORAL_CAVITY	SV
s_764002286_TD	s_764002286	ORAL_CAVITY	TD
s_764002286_TH	s_764002286	ORAL_CAVITY	TH
s_764083206_BM	s_764083206	ORAL_CAVITY	BM
s_764083206_HP	s_764083206	ORAL_CAVITY	HP
s_764083206_KG	s_764083206	ORAL_CAVITY	KG
s_764083206_PT	s_764083206	ORAL_CAVITY	PT
s_764083206_ST	s_764083206	GUT	ST
s_764083206_SUBP	s_764083206	ORAL_CAVITY	SUBP
s_764083206_SUPP	s_764083206	ORAL_CAVITY	SUPP
s_764083206_SV	s_764083206	ORAL_CAVITY	SV
s_764083206_TD	s_764083206	ORAL_CAVITY	TD
s_764083206_TH	s_764083206	ORAL_CAVITY	TH
s_764143897_BM	s_764143897	ORAL_CAVITY	BM
s_764143897_HP	s_764143897	ORAL_CAVITY	HP
s_764143897_KG	s_764143897	ORAL_CAVITY	KG
s_764143897_PT	s_764143897	ORAL_CAVITY	PT
s_764143897_ST	s_764143897	GUT	ST
s_764143897_SUBP	s_764143897	ORAL_CAVITY	SUBP
s_764143897_SUPP	s_764143897	ORAL_CAVITY	SUPP
s_764143897_SV	s_764143897	ORAL_CAVITY	SV
s_764143897_TD	s_764143897	ORAL_CAVITY	TD
s_764143897_TH	s_764143897	ORAL_CAVITY	TH
s_764224817_BM	s_764224817	ORAL_CAVITY	BM
s_764224817_HP	s_764224817	ORAL_CAVITY	HP
s_764224817_KG	s_764224817	ORAL_CAVITY	KG
s_764224817_PT	s_764224817	ORAL_CAVITY	PT
s_764224817_ST	s_764224817	GUT	ST
s_764224817_SUBP	s_764224817	ORAL_CAVITY	SUBP
s_764224817_SUPP	s_764224817	ORAL_CAVITY	SUPP
s_764224817_SV	s_764224817	ORAL_CAVITY	SV
s_764224817_TD	s_764224817	ORAL_CAVITY	TD
s_764224817_TH	s_764224817	ORAL_CAVITY	TH
s_764285508_BM	s_764285508	ORAL_CAVITY	BM
s_764285508_HP	s_764285508	ORAL_CAVITY	HP
s_764285508_KG	s_764285508	ORAL_CAVITY	KG
s_764285508_PT	s_764285508	ORAL_CAVITY	PT
s_764285508_ST	s_764285508	GUT	ST
s_764285508_SUBP	s_764285508	ORAL_CAVITY	SUBP
s_764285508_SUPP	s_764285508	ORAL_CAVITY	SUPP
s_764285508_SV	s_764285508	ORAL_CAVITY	SV
s_764285508_TD	s_764285508	ORAL_CAVITY	TD
s_764285508_TH	s_764285508	ORAL_CAVITY	TH
s_764305738_BM	s_764305738	ORAL_CAVITY	BM
s_764305738_HP	s_764305738	ORAL_CAVITY	HP
s_764305738_KG	s_764305738	ORAL_CAVITY	KG
s_764305738_PT	s_764305738	ORAL_CAVITY	PT
s_764305738_ST	s_764305738	GUT	ST
s_764305738_SUBP	s_764305738	ORAL_CAVITY	SUBP
s_764305738_SUPP	s_764305738	ORAL_CAVITY	SUPP
s_764305738_SV	s_764305738	ORAL_CAVITY	SV
s_764305738_TD	s_764305738	ORAL_CAVITY	TD
s_764305738_TH	s_764305738	ORAL_CAVITY	TH
s_764366428_BM	s_764366428	ORAL_CAVITY	BM
s_764366428_HP	s_764366428	ORAL_CAVITY	HP
s_764366428_KG	s_764366428	ORAL_CAVITY	KG
s_764366428_PT	s_764366428	ORAL_CAVITY	PT
s_764366428_ST	s_764366428	GUT	ST
s_764366428_SUBP	s_764366428	ORAL_CAVITY	SUBP
s_764366428_SUPP	s_764366428	ORAL_CAVITY	SUPP
s_764366428_SV	s_764366428	ORAL_CAVITY	SV
s_764366428_TD	s_764366428	ORAL_CAVITY	TD
s_764366428_TH	s_764366428	ORAL_CAVITY	TH
s_764447348_BM	s_764447348	ORAL_CAVITY	BM
s_764447348_HP	s_764447348	ORAL_CAVITY	HP
s_764447348_KG	s_764447348	ORAL_CAVITY	KG
s_764447348_PT	s_764447348	ORAL_CAVITY	PT
s_764447348_ST	s_764447348	GUT	ST
s_764447348_SUBP	s_764447348	ORAL_CAVITY	SUBP
s_764447348_SUPP	s_764447348	ORAL_CAVITY	SUPP
s_764447348_SV	s_764447348	ORAL_CAVITY	SV
s_764447348_TD	s_764447348	ORAL_CAVITY	TD
s_764447348_TH	s_764447348	ORAL_CAVITY	TH
s_764467579_BM	s_764467579	ORAL_CAVITY	BM
s_764467579_HP	s_764467579	ORAL_CAVITY	HP
s_764467579_KG	s_764467579	ORAL_CAVITY	KG
s_764467579_PT	s_764467579	ORAL_CAVITY	PT
s_764467579_ST	s_764467579	GUT	ST
s_764467579_SUBP	s_764467579	ORAL_CAVITY	SUBP
s_764467579_SUPP	s_764467579	ORAL_CAVITY	SUPP
s_764467579_SV	s_764467579	ORAL_CAVITY	SV
s_764467579_TD	s_764467579	ORAL_CAVITY	TD
s_764467579_TH	s_764467579	ORAL_CAVITY	TH
s_764487809_BM	s_764487809	ORAL_CAVITY	BM
s_764487809_HP	s_764487809	ORAL_CAVITY	HP
s_764487809_KG	s_764487809	ORAL_CAVITY	KG
s_764487809_PT	s_764487809	ORAL_CAVITY	PT
s_764487809_ST	s_764487809	GUT	ST
s_764487809_SUBP	s_764487809	ORAL_CAVITY	SUBP
s_764487809_SUPP	s_764487809	ORAL_CAVITY	SUPP
s_764487809_SV	s_764487809	ORAL_CAVITY	SV
s_764487809_TD	s_764487809	ORAL_CAVITY	TD
s_764487809_TH	s_764487809	ORAL_CAVITY	TH
s_764649650_BM	s_764649650	ORAL_CAVITY	BM
s_764649650_HP	s_764649650	ORAL_CAVITY	HP
s_764649650_KG	s_764649650	ORAL_CAVITY	KG
s_764649650_PT	s_764649650	ORAL_CAVITY	PT
s_764649650_ST	s_764649650	GUT	ST
s_764649650_SUBP	s_764649650	ORAL_CAVITY	SUBP
s_764649650_SUPP	s_764649650	ORAL_CAVITY	SUPP
s_764649650_SV	s_764649650	ORAL_CAVITY	SV
s_764649650_TD	s_764649650	ORAL_CAVITY	TD
s_764649650_TH	s_764649650	ORAL_CAVITY	TH
s_764669880_BM	s_764669880	ORAL_CAVITY	BM
s_764669880_HP	s_764669880	ORAL_CAVITY	HP
s_764669880_KG	s_764669880	ORAL_CAVITY	KG
s_764669880_PT	s_764669880	ORAL_CAVITY	PT
s_764669880_ST	s_764669880	GUT	ST
s_764669880_SUBP	s_764669880	ORAL_CAVITY	SUBP
s_764669880_SUPP	s_764669880	ORAL_CAVITY	SUPP
s_764669880_SV	s_764669880	ORAL_CAVITY	SV
s_764669880_TD	s_764669880	ORAL_CAVITY	TD
s_764669880_TH	s_764669880	ORAL_CAVITY	TH
s_764750800_BM	s_764750800	ORAL_CAVITY	BM
s_764750800_HP	s_764750800	ORAL_CAVITY	HP
s_764750800_KG	s_764750800	ORAL_CAVITY	KG
s_764750800_PT	s_764750800	ORAL_CAVITY	PT
s_764750800_ST	s_764750800	GUT	ST
s_764750800_SUBP	s_764750800	ORAL_CAVITY	SUBP
s_764750800_SUPP	s_764750800	ORAL_CAVITY	SUPP
s_764750800_SV	s_764750800	ORAL_CAVITY	SV
s_764750800_TD	s_764750800	ORAL_CAVITY	TD
s_764750800_TH	s_764750800	ORAL_CAVITY	TH
s_764831721_BM	s_764831721	ORAL_CAVITY	BM
s_764831721_HP	s_764831721	ORAL_CAVITY	HP
s_764831721_KG	s_764831721	ORAL_CAVITY	KG
s_764831721_PT	s_764831721	ORAL_CAVITY	PT
s_764831721_ST	s_764831721	GUT	ST
s_764831721_SUBP	s_764831721	ORAL_CAVITY	SUBP
s_764831721_SUPP	s_764831721	ORAL_CAVITY	SUPP
s_764831721_SV	s_764831721	ORAL_CAVITY	SV
s_764831721_TD	s_764831721	ORAL_CAVITY	TD
s_764831721_TH	s_764831721	ORAL_CAVITY	TH
s_764872181_BM	s_764872181	ORAL_CAVITY	BM
s_764872181_HP	s_764872181	ORAL_CAVITY	HP
s_764872181_KG	s_764872181	ORAL_CAVITY	KG
s_764872181_PT	s_764872181	ORAL_CAVITY	PT
s_764872181_ST	s_764872181	GUT	ST
s_764872181_SUBP	s_764872181	ORAL_CAVITY	SUBP
s_764872181_SUPP	s_764872181	ORAL_CAVITY	SUPP
s_764872181_SV	s_764872181	ORAL_CAVITY	SV
s_764872181_TD	s_764872181	ORAL_CAVITY	TD
s_764872181_TH	s_764872181	ORAL_CAVITY	TH
s_764892411_BM	s_764892411	ORAL_CAVITY	BM
s_764892411_HP	s_764892411	ORAL_CAVITY	HP
s_764892411_KG	s_764892411	ORAL_CAVITY	KG
s_764892411_PT	s_764892411	ORAL_CAVITY	PT
s_764892411_ST	s_764892411	GUT	ST
s_764892411_SUBP	s_764892411	ORAL_CAVITY	SUBP
s_764892411_SUPP	s_764892411	ORAL_CAVITY	SUPP
s_764892411_SV	s_764892411	ORAL_CAVITY	SV
s_764892411_TD	s_764892411	ORAL_CAVITY	TD
s_764892411_TH	s_764892411	ORAL_CAVITY	TH
s_764953101_BM	s_764953101	ORAL_CAVITY	BM
s_764953101_HP	s_764953101	ORAL_CAVITY	HP
s_764953101_KG	s_764953101	ORAL_CAVITY	KG
s_764953101_PT	s_764953101	ORAL_CAVITY	PT
s_764953101_ST	s_764953101	GUT	ST
s_764953101_SUBP	s_764953101	ORAL_CAVITY	SUBP
s_764953101_SUPP	s_764953101	ORAL_CAVITY	SUPP
s_764953101_SV	s_764953101	ORAL_CAVITY	SV
s_764953101_TD	s_764953101	ORAL_CAVITY	TD
s_764953101_TH	s_764953101	ORAL_CAVITY	TH
s_765034022_BM	s_765034022	ORAL_CAVITY	BM
s_765034022_HP	s_765034022	ORAL_CAVITY	HP
s_765034022_KG	s_765034022	ORAL_CAVITY	KG
s_765034022_PT	s_765034022	ORAL_CAVITY	PT
s_765034022_ST	s_765034022	GUT	ST
s_765034022_SUBP	s_765034022	ORAL_CAVITY	SUBP
s_765034022_SUPP	s_765034022	ORAL_CAVITY	SUPP
s_765034022_SV	s_765034022	ORAL_CAVITY	SV
s_765034022_TD	s_765034022	ORAL_CAVITY	TD
s_765034022_TH	s_765034022	ORAL_CAVITY	TH
s_765094712_BM	s_765094712	ORAL_CAVITY	BM
s_765094712_HP	s_765094712	ORAL_CAVITY	HP
s_765094712_KG	s_765094712	ORAL_CAVITY	KG
s_765094712_PT	s_765094712	ORAL_CAVITY	PT
s_765094712_ST	s_765094712	GUT	ST
s_765094712_SUBP	s_765094712	ORAL_CAVITY	SUBP
s_765094712_SUPP	s_765094712	ORAL_CAVITY	SUPP
s_765094712_SV	s_765094712	ORAL_CAVITY	SV
s_765094712_TD	s_765094712	ORAL_CAVITY	TD
s_765094712_TH	s_765094712	ORAL_CAVITY	TH
s_765135172_BM	s_765135172	ORAL_CAVITY	BM
s_765135172_HP	s_765135172	ORAL_CAVITY	HP
s_765135172_KG	s_765135172	ORAL_CAVITY	KG
s_765135172_PT	s_765135172	ORAL_CAVITY	PT
s_765135172_ST	s_765135172	GUT	ST
s_765135172_SUBP	s_765135172	ORAL_CAVITY	SUBP
s_765135172_SUPP	s_765135172	ORAL_CAVITY	SUPP
s_765135172_SV	s_765135172	ORAL_CAVITY	SV
s_765135172_TD	s_765135172	ORAL_CAVITY	TD
s_765135172_TH	s_765135172	ORAL_CAVITY	TH
s_765560005_BM	s_765560005	ORAL_CAVITY	BM
s_765560005_HP	s_765560005	ORAL_CAVITY	HP
s_765560005_KG	s_765560005	ORAL_CAVITY	KG
s_765560005_PT	s_765560005	ORAL_CAVITY	PT
s_765560005_SUBP	s_765560005	ORAL_CAVITY	SUBP
s_765560005_SUPP	s_765560005	ORAL_CAVITY	SUPP
s_765560005_SV	s_765560005	ORAL_CAVITY	SV
s_765560005_TD	s_765560005	ORAL_CAVITY	TD
s_765560005_TH	s_765560005	ORAL_CAVITY	TH
s_809635352_BM	s_809635352	ORAL_CAVITY	BM
s_809635352_HP	s_809635352	ORAL_CAVITY	HP
s_809635352_KG	s_809635352	ORAL_CAVITY	KG
s_809635352_PT	s_809635352	ORAL_CAVITY	PT
s_809635352_ST	s_809635352	GUT	ST
s_809635352_SUBP	s_809635352	ORAL_CAVITY	SUBP
s_809635352_SUPP	s_809635352	ORAL_CAVITY	SUPP
s_809635352_SV	s_809635352	ORAL_CAVITY	SV
s_809635352_TD	s_809635352	ORAL_CAVITY	TD
s_809635352_TH	s_809635352	ORAL_CAVITY	TH
s_840279516_BM	s_840279516	ORAL_CAVITY	BM
s_840279516_HP	s_840279516	ORAL_CAVITY	HP
s_840279516_KG	s_840279516	ORAL_CAVITY	KG
s_840279516_PT	s_840279516	ORAL_CAVITY	PT
s_840279516_ST	s_840279516	GUT	ST
s_840279516_SUBP	s_840279516	ORAL_CAVITY	SUBP
s_840279516_SUPP	s_840279516	ORAL_CAVITY	SUPP
s_840279516_SV	s_840279516	ORAL_CAVITY	SV
s_840279516_TD	s_840279516	ORAL_CAVITY	TD
s_840279516_TH	s_840279516	ORAL_CAVITY	TH
s_861967750_BM	s_861967750	ORAL_CAVITY	BM
s_861967750_HP	s_861967750	ORAL_CAVITY	HP
s_861967750_KG	s_861967750	ORAL_CAVITY	KG
s_861967750_PT	s_861967750	ORAL_CAVITY	PT
s_861967750_ST	s_861967750	GUT	ST
s_861967750_SUBP	s_861967750	ORAL_CAVITY	SUBP
s_861967750_SUPP	s_861967750	ORAL_CAVITY	SUPP
s_861967750_SV	s_861967750	ORAL_CAVITY	SV
s_861967750_TD	s_861967750	ORAL_CAVITY	TD
s_861967750_TH	s_861967750	ORAL_CAVITY	TH
s_872848689_BM	s_872848689	ORAL_CAVITY	BM
s_872848689_HP	s_872848689	ORAL_CAVITY	HP
s_872848689_KG	s_872848689	ORAL_CAVITY	KG
s_872848689_PT	s_872848689	ORAL_CAVITY	PT
