Authors,Title,Year,Source title,Page start,Page end,Cited by
"Law, C.-T., Gold, J.I.",Reinforcement learning can account for associative and perceptual learning on a visual-decision task,2009,Nature Neuroscience,655,663,97
"McGuire, L.M.M., Sabes, P.N.",Sensory transformations and the use of multiple reference frames for reach planning,2009,Nature Neuroscience,1056,1061,97
"Sanuki, R., Onishi, A., Koike, C., Muramatsu, R., Watanabe, S., Muranishi, Y., Irie, S., Uneo, S., Koyasu, T., Matsui, R., Chérasse, Y., Urade, Y., Watanabe, D., Kondo, M., Yamashita, T., Furukawa, T.",MiR-124a is required for hippocampal axogenesis and retinal cone survival through Lhx2 suppression,2011,Nature Neuroscience,1125,1136,97
"Gerachshenko, T., Blackmer, T., Yoon, E.-J., Bartleson, C., Hamm, H.E., Alford, S.",Gβγ acts at the C terminus of SNAP-25 to mediate presynaptic inhibition,2005,Nature Neuroscience,597,605,98
"Lamsa, K., Heeroma, J.H., Kullmann, D.M.",Hebbian LTP in feed-forward inhibitory interneurons and the temporal fidelity of input discrimination,2005,Nature Neuroscience,916,924,98
"Wong, L.-F., Yip, P.K., Battaglia, A., Grist, J., Corcoran, J., Maden, M., Azzouz, M., Kingsman, S.M., Kingsman, A.J., Mazarakis, N.D., McMahon, S.B.",Retinoic acid receptor β2 promotes functional regeneration of sensory axons in the spinal cord,2006,Nature Neuroscience,243,250,98
"Lee, S.-H., Blake, R., Heeger, D.J.",Hierarchy of cortical responses underlying binocular rivalry,2007,Nature Neuroscience,1048,1054,98
"Winocur, G., Moscovitch, M., Sekeres, M.",Memory consolidation or transformation: Context manipulation and hippocampal representations of memory,2007,Nature Neuroscience,555,557,98
"Medina, J.F., Lisberger, S.G.",Links from complex spikes to local plasticity and motor learning in the cerebellum of awake-behaving monkeys,2008,Nature Neuroscience,1185,1192,98
"O'Neill, J., Senior, T.J., Allen, K., Huxter, J.R., Csicsvari, J.",Reactivation of experience-dependent cell assembly patterns in the hippocampus,2008,Nature Neuroscience,209,215,98
"Goaillard, J.-M., Taylor, A.L., Schulz, D.J., Marder, E.",Functional consequences of animal-to-animal variation in circuit parameters,2009,Nature Neuroscience,1424,1430,98
"Thoby-Brisson, M., Karlén, M., Wu, N., Charnay, P., Champagnat, J., Fortin, G.",Genetic identification of an embryonic parafacial oscillator coupling to the preBötzinger complex,2009,Nature Neuroscience,1028,1035,98
"Ferrini, F., Trang, T., Mattioli, T.-A.M., Laffray, S., Del'Guidice, T., Lorenzo, L.-E., Castonguay, A., Doyon, N., Zhang, W., Godin, A.G., Mohr, D., Beggs, S., Vandal, K., Beaulieu, J.-M., Cahill, C.M., Salter, M.W., De Koninck, Y.",Morphine hyperalgesia gated through microglia-mediated disruption of neuronal Cl-homeostasis,2013,Nature Neuroscience,183,192,98
"Smith, M.A., Majaj, N.J., Movshon, J.A.",Dynamics of motion signaling by neurons in macaque area MT,2005,Nature Neuroscience,220,228,99
"Altier, C., Khosravani, H., Evans, R.M., Hameed, S., Peloquin, J.B., Vartian, B.A., Chen, L., Beedle, A.M., Ferguson, S.S.G., Mezghrani, A., Dubel, S.J., Bourinet, E., McRory, J.E., Zamponi, G.W.",ORL1 receptor-mediated internalization of N-type calcium channels,2006,Nature Neuroscience,31,40,99
"Mizuguchi, R., Kriks, S., Cordes, R., Gossler, A., Ma, Q., Goulding, M.",Ascl1 and Gsh1/2 control inhibitory and excitatory cell fate in spinal sensory interneurons,2006,Nature Neuroscience,770,778,99
"Tankersley, D., Stowe, C.J., Huettel, S.A.",Altruism is associated with an increased neural response to agency,2007,Nature Neuroscience,150,151,99
"Cueni, L., Canepari, M., Luján, R., Emmenegger, Y., Watanabe, M., Bond, C.T., Franken, P., Adelman, J.P., Lüthi, A.","T-type Ca2+ channels, SK2 channels and SERCAs gate sleep-related oscillations in thalamic dendrites",2008,Nature Neuroscience,683,692,99
"Kim, N., Burden, S.J.",MuSK controls where motor axons grow and form synapses,2008,Nature Neuroscience,19,27,99
"Dhawale, A.K., Hagiwara, A., Bhalla, U.S., Murthy, V.N., Albeanu, D.F.",Non-redundant odor coding by sister mitral cells revealed by light addressable glomeruli in the mouse,2010,Nature Neuroscience,1404,1412,99
"Jablonska, B., Aguirre, A., Raymond, M., Szabo, G., Kitabatake, Y., Sailor, K.A., Ming, G.-L., Song, H., Gallo, V.",Chordin-induced lineage plasticity of adult SVZ neuroblasts after demyelination,2010,Nature Neuroscience,541,550,99
"Saito, T., Suemoto, T., Brouwers, N., Sleegers, K., Funamoto, S., Mihira, N., Matsuba, Y., Yamada, K., Nilsson, P., Takano, J., Nishimura, M., Iwata, N., Van Broeckhoven, C., Ihara, Y., Saido, T.C.",Potent amyloidogenicity and pathogenicity of Aβ 243,2011,Nature Neuroscience,1023,1032,99
"Cho, H., Yang, Y.D., Lee, J., Lee, B., Kim, T., Jang, Y., Back, S.K., Na, H.S., Harfe, B.D., Wang, F., Raouf, R., Wood, J.N., Oh, U.",The calcium-activated chloride channel anoctamin 1 acts as a heat sensor in nociceptive neurons,2012,Nature Neuroscience,1015,1021,99
"Hughes, E.G., Kang, S.H., Fukaya, M., Bergles, D.E.",Oligodendrocyte progenitors balance growth with self-repulsion to achieve homeostasis in the adult brain,2013,Nature Neuroscience,668,676,99
"Rasse, T.M., Fouquet, W., Schmid, A., Kittel, R.J., Mertel, S., Sigrist, C.B., Schmidt, M., Guzman, A., Merino, C., Qin, G., Quentin, C., Madeo, F.F., Heckmann, M., Sigrist, S.J.",Glutamate receptor dynamics organizing synapse formation in vivo,2005,Nature Neuroscience,898,905,100
"Ahissar, M., Lubin, Y., Putter-Katz, H., Banai, K.",Dyslexia and the failure to form a perceptual anchor,2006,Nature Neuroscience,1558,1564,100
"Goel, A., Jiang, B., Xu, L.W., Song, L., Kirkwood, A., Lee, H.-K.",Cross-modal regulation of synaptic AMPA receptors in primary sensory cortices by visual experience,2006,Nature Neuroscience,1001,1003,100
"Nitschke, J.B., Dixon, G.E., Sarinopoulos, I., Short, S.J., Cohen, J.D., Smith, E.E., Kosslyn, S.M., Rose, R.M., Davidson, R.J.",Altering expectancy dampens neural response to aversive taste in primary taste cortex,2006,Nature Neuroscience,435,442,100
"Anzai, A., Peng, X., Van Essen, D.C.",Neurons in monkey visual area V2 encode combinations of orientations,2007,Nature Neuroscience,1313,1321,100
"Wang, X., Shaw, W.R., Tsang, H.T.H., Reid, E., O'Kane, C.J.",Drosophila spichthyin inhibits BMP signaling and regulates synaptic growth and axonal microtubules,2007,Nature Neuroscience,177,185,100
"London, S.E., Clayton, D.F.",Functional identification of sensory mechanisms required for developmental song learning,2008,Nature Neuroscience,579,586,100
"Orger, M.B., Kampff, A.R., Severi, K.E., Bollmann, J.H., Engert, F.",Control of visually guided behavior by distinct populations of spinal projection neurons,2008,Nature Neuroscience,327,333,100
"Salazar, H., Llorente, I., Jara-Oseguera, A., García-Villegas, R., Munari, M., Gordon, S.E., Islas, L.D., Rosenbaum, T.",A single N-terminal cysteine in TRPV1 determines activation by pungent compounds from onion and garlic,2008,Nature Neuroscience,255,261,100
"Alto, L.T., Havton, L.A., Conner, J.M., Hollis II, E.R., Blesch, A., Tuszynski, M.H.",Chemotropic guidance facilitates axonal regeneration and synapse formation after spinal cord injury,2009,Nature Neuroscience,1106,1113,100
"Deng, J.V., Rodriguiz, R.M., Hutchinson, A.N., Kim, I.-H., Wetsel, W.C., West, A.E.",MeCP2 in the nucleus accumbens contributes to neural and behavioral responses to psychostimulants,2010,Nature Neuroscience,1128,1136,100
"Mak, G.K., Weiss, S.",Paternal recognition of adult offspring mediated by newly generated CNS neurons,2010,Nature Neuroscience,753,758,100
"Bradshaw, E.M., Chibnik, L.B., Keenan, B.T., Ottoboni, L., Raj, T., Tang, A., Rosenkrantz, L.L., Imboywa, S., Lee, M., Von Korff, A., Morris, M.C., Evans, D.A., Johnson, K., Sperling, R.A., Schneider, J.A., Bennett, D.A., De Jager, P.L.",CD33 Alzheimer's disease locus: Altered monocyte function and amyloid biology,2013,Nature Neuroscience,848,850,100
"Kang, S.H., Li, Y., Fukaya, M., Lorenzini, I., Cleveland, D.W., Ostrow, L.W., Rothstein, J.D., Bergles, D.E.",Degeneration and impaired regeneration of gray matter oligodendrocytes in amyotrophic lateral sclerosis,2013,Nature Neuroscience,571,579,100
"Beck, D.M., Kastner, S.",Stimulus context modulates competition in human extrastriate cortex,2005,Nature Neuroscience,1110,1116,101
"Tsao, D.Y., Schweers, N., Moeller, S., Freiwald, W.A.",Patches of face-selective cortex in the macaque frontal lobe,2008,Nature Neuroscience,877,879,101
"Derdikman, D., Whitlock, J.R., Tsao, A., Fyhn, M., Hafting, T., Moser, M.-B., Moser, E.I.",Fragmentation of grid cell maps in a multicompartment environment,2009,Nature Neuroscience,1325,1332,101
"Tsuchiya, N., Moradi, F., Felsen, C., Yamazaki, M., Adolphs, R.",Intact rapid detection of fearful faces in the absence of the amygdala,2009,Nature Neuroscience,1224,1225,101
"Kätzel, D., Zemelman, B.V., Buetfering, C., Wölfel, M., Miesenböck, G.",The columnar and laminar organization of inhibitory connections to neocortical excitatory cells,2011,Nature Neuroscience,100,109,101
"Chen, Y., Geisler, W.S., Seidemann, E.",Optimal decoding of correlated neural population responses in the primate visual cortex,2006,Nature Neuroscience,1412,1420,102
"Knöll, B., Kretz, O., Fiedler, C., Alberti, S., Schütz, G., Frotscher, M., Nordheim, A.",Serum response factor controls neuronal circuit assembly in the hippocampus,2006,Nature Neuroscience,195,204,102
"Doyère, V., Dȩbiec, J., Monfils, M.-H., Schafe, G.E., LeDoux, J.E.",Synapse-specific reconsolidation of distinct fear memories in the lateral amygdala,2007,Nature Neuroscience,414,416,102
"Melcher, D.",Predictive remapping of visual features precedes saccadic eye movements,2007,Nature Neuroscience,903,907,102
"Berman, D.E., Dall'Armi, C., Voronov, S.V., McIntire, L.B.J., Zhang, H., Moore, A.Z., Staniszewski, A., Arancio, O., Kim, T.-W., Di Paolo, G.","Oligomeric amyloid-β peptide disrupts phosphatidylinositol-4,5- bisphosphate metabolism",2008,Nature Neuroscience,547,554,102
"Chen, Y., Wu, H., Wang, S., Koito, H., Li, J., Ye, F., Hoang, J., Escobar, S.S., Gow, A., Arnett, H.A., Trapp, B.D., Karandikar, N.J., Hsieh, J., Lu, Q.R.",The oligodendrocyte-specific G protein-coupled receptor GPR17 is a cell-intrinsic timer of myelination,2009,Nature Neuroscience,1398,1406,102
"Haswell, C.C., Izawa, J., R Dowell, L., H Mostofsky, S., Shadmehr, R.",Representation of internal models of action in the autistic brain,2009,Nature Neuroscience,970,972,102
"Rasch, B., Pommer, J., Diekelmann, S., Born, J.",Pharmacological REM sleep suppression paradoxically improves rather than impairs skill memory,2009,Nature Neuroscience,396,397,102
"Anderson, C.T., Sheets, P.L., Kiritani, T., Shepherd, G.M.G.",Sublayer-specific microcircuits of corticospinal and corticostriatal neurons in motor cortex,2010,Nature Neuroscience,739,744,102
"Méjat, A., Ramond, F., Bassel-Duby, R., Khochbin, S., Olson, E.N., Schaeffer, L.",Histone deacetylase 9 couples neuronal activity to muscle chromatin acetylation and gene expression,2005,Nature Neuroscience,313,321,103
"Wolfart, J., Debay, D., Le Masson, G., Destexhe, A., Bal, T.",Synaptic background activity controls spike transfer from thalamus to cortex,2005,Nature Neuroscience,1760,1767,103
"Armentano, M., Chou, S.-J., Srubek Tomassy, G., Leingärtner, A., O'Leary, D.D.M., Studer, M.",COUP-TFI regulates the balance of cortical patterning between frontal/motor and sensory areas,2007,Nature Neuroscience,1277,1286,103
"Wu, C.-L., Xia, S., Fu, T.-F., Wang, H., Chen, Y.-H., Leong, D., Chiang, A.-S., Tully, T.",Specific requirement of NMDA receptors for long-term memory consolidation in Drosophila ellipsoid body,2007,Nature Neuroscience,1578,1586,103
"Emes, R.D., Pocklington, A.J., Anderson, C.N.G., Bayes, A., Collins, M.O., Vickers, C.A., Croning, M.D.R., Malik, B.R., Choudhary, J.S., Armstrong, J.D., Grant, S.G.N.",Evolutionary expansion and anatomical specialization of synapse proteome complexity,2008,Nature Neuroscience,799,806,103
"Jensen, P., Farago, A.F., Awatramani, R.B., Scott, M.M., Deneris, E.S., Dymecki, S.M.",Redefining the serotonergic system by genetic lineage,2008,Nature Neuroscience,417,419,103
"Jadhav, S.P., Wolfe, J., Feldman, D.E.",Sparse temporal coding of elementary tactile features during active whisker sensation,2009,Nature Neuroscience,792,800,103
"Padmanabhan, K., Urban, N.N.",Intrinsic biophysical diversity decorrelates neuronal firing while increasing information content,2010,Nature Neuroscience,1276,1282,103
"He, H.-Y., Ray, B., Dennis, K., Quinlan, E.M.",Experience-dependent recovery of vision following chronic deprivation amblyopia,2007,Nature Neuroscience,1134,1136,104
"Qiu, F.T., Sugihara, T., Von Der Heydt, R.",Figure-ground mechanisms provide structure for selective attention,2007,Nature Neuroscience,1492,1499,104
"Van Den Oever, M.C., Goriounova, N.A., Wan Li, K., Van Der Schors, R.C., Binnekade, R., Schoffelmeer, A.N.M., Mansvelder, H.D., Smit, A.B., Spijker, S., De Vries, T.J.",Prefrontal cortex AMPA receptor plasticity is crucial for cue-induced relapse to heroin-seeking,2008,Nature Neuroscience,1053,1058,104
"Andreu-Agulló, C., Morante-Redolat, J.M., Delgado, A.C., Farĩas, I.",Vascular niche factor PEDF modulates notch-dependent stemness in the adult subependymal zone,2009,Nature Neuroscience,1514,1523,104
"Wang, S.-H., De Oliveira Alvares, L., Nader, K.",Cellular and systems mechanisms of memory strength as a constraint on auditory fear reconsolidation,2009,Nature Neuroscience,905,912,104
"Wulff, P., Schonewille, M., Renzi, M., Viltono, L., Sassoè-Pognetto, M., Badura, A., Gao, Z., Hoebeek, F.E., Van Dorp, S., Wisden, W., Farrant, M., De Zeeuw, C.I.",Synaptic inhibition of Purkinje cells mediates consolidation of vestibulo-cerebellar motor learning,2009,Nature Neuroscience,1042,1049,104
"Xu, J., Pang, Z.P., Shin, O.-H., Südhof, T.C.",Synaptotagmin-1 functions as a Ca2+ sensor for spontaneous release,2009,Nature Neuroscience,759,766,104
"Litwin-Kumar, A., Doiron, B.",Slow dynamics and high variability in balanced cortical networks with clustered connections,2012,Nature Neuroscience,1498,1505,104
"Shaban, H., Humeau, Y., Herry, C., Cassasus, G., Shigemoto, R., Ciocchi, S., Barbieri, S., Van Der Putten, H., Kaupmann, K., Bettler, B., Lüthi, A.",Generalization of amygdala LTP and conditioned fear in the absence of presynaptic inhibition,2006,Nature Neuroscience,1028,1035,105
"Szapiro, G., Barbour, B.",Multiple climbing fibers signal to molecular layer interneurons exclusively via glutamate spillover,2007,Nature Neuroscience,735,742,105
"Engineer, C.T., Perez, C.A., Chen, Y.H., Carraway, R.S., Reed, A.C., Shetake, J.A., Jakkamsetti, V., Chang, K.Q., Kilgard, M.P.",Cortical activity patterns predict speech discrimination ability,2008,Nature Neuroscience,603,608,105
"Reynolds, S.M., Berridge, K.C.",Emotional environments retune the valence of appetitive versus fearful functions in nucleus accumbens,2008,Nature Neuroscience,423,425,105
"Agetsuma, M., Aizawa, H., Aoki, T., Nakayama, R., Takahoko, M., Goto, M., Sassa, T., Amo, R., Shiraki, T., Kawakami, K., Hosoya, T., Higashijima, S.-I., Okamoto, H.",The habenula is crucial for experience-dependent modification of fear responses in zebrafish,2010,Nature Neuroscience,1354,1356,105
"Cohen, J.R., Asarnow, R.F., Sabb, F.W., Bilder, R.M., Bookheimer, S.Y., Knowlton, B.J., Poldrack, R.A.",A unique adolescent response to reward prediction errors,2010,Nature Neuroscience,669,671,105
"Baig, S.M., Koschak, A., Lieb, A., Gebhart, M., Dafinger, C., Nürnberg, G., Ali, A., Ahmad, I., Sinnegger-Brauns, M.J., Brandt, N., Engel, J., Mangoni, M.E., Farooq, M., Khan, H.U., Nürnberg, P., Striessnig, J., Bolz, H.J.",Loss of Ca v 1.3 (CACNA1D) function in a human channelopathy with bradycardia and congenital deafness,2011,Nature Neuroscience,77,86,105
"Bao, J., Lin, H., Ouyang, Y., Lei, D., Osman, A., Kim, T.-W., Mei, L., Dai, P., Ohlemiller, K.K., Ambron, R.T.",Activity-dependent transcription regulation of PSD-95 by neuregulin-1 and Eos,2004,Nature Neuroscience,1250,1258,106
"Hawkey, D.J.C., Amitay, S., Moore, D.R.",Early and rapid perceptual learning,2004,Nature Neuroscience,1055,1056,106
"Roelfsema, P.R., Lamme, V.A.F., Spekreijse, H.",Synchrony and covariation of firing rates in the primary visual cortex during contour grouping,2004,Nature Neuroscience,982,991,106
"Pfeiffenberger, C., Cutforth, T., Woods, G., Yamada, J., Rentería, R.C., Copenhagen, D.R., Flanagan, J.G., Feldheim, D.A.",Ephrin-As and neural activity are required for eye-specific patterning during retinogeniculate mapping,2005,Nature Neuroscience,1022,1027,106
"De Quervain, D.J.-F., Kolassa, I.-T., Ertl, V., Onyut, P.L., Neuner, F., Elbert, T., Papassotiropoulos, A.",A deletion variant of the α2b-adrenoceptor is related to emotional memory in Europeans and Africans,2007,Nature Neuroscience,1137,1139,106
"Grosmaitre, X., Santarelli, L.C., Tan, J., Luo, M., Ma, M.",Dual functions of mammalian olfactory sensory neurons as odor detectors and mechanical sensors,2007,Nature Neuroscience,348,354,106
"Russo, S.J., Bolanos, C.A., Theobald, D.E., DeCarolis, N.A., Renthal, W., Kumar, A., Winstanley, C.A., Renthal, N.E., Wiley, M.D., Self, D.W., Russell, D.S., Neve, R.L., Eisch, A.J., Nestler, E.J.",IRS2-Akt pathway in midbrain dopamine neurons regulates behavioral and cellular responses to opiates,2007,Nature Neuroscience,93,99,106
"Wang, H., Yan, Y., Liu, Q., Huang, Y., Shen, Y., Chen, L., Chen, Y., Yang, Q., Hao, Q., Wang, K., Chai, J.",Structural basis for modulation of Kv4 K+ channels by auxiliary KChIP subunits,2007,Nature Neuroscience,32,39,106
"Lin, M.T., Luján, R., Watanabe, M., Adelman, J.P., Maylie, J.",SK2 channel plasticity contributes to LTP at Schaffer collateral-CA1 synapses,2008,Nature Neuroscience,170,177,106
"McLean, D.L., Masino, M.A., Koh, I.Y.Y., Lindquist, W.B., Fetcho, J.R.",Continuous shifts in the active set of spinal interneurons during changes in locomotor speed,2008,Nature Neuroscience,1419,1429,106
"Tosoni, A., Galati, G., Romani, G.L., Corbetta, M.",Sensory-motor mechanisms in human parietal cortex underlie arbitrary visual decisions,2008,Nature Neuroscience,1446,1453,106
"Scott, C.E., Wynn, S.L., Sesay, A., Cruz, C., Cheung, M., Gaviro, M.-V.G., Booth, S., Gao, B., Cheah, K.S.E., Lovell-Badge, R., Briscoe, J.",SOX9 induces and maintains neural stem cells,2010,Nature Neuroscience,1181,1189,106
"Goldmann, T., Wieghofer, P., Müller, P.F., Wolf, Y., Varol, D., Yona, S., Brendecke, S.M., Kierdorf, K., Staszewski, O., Datta, M., Luedde, T., Heikenwalder, M., Jung, S., Prinz, M.",A new type of microglia gene targeting shows TAK1 to be pivotal in CNS autoimmune inflammation,2013,Nature Neuroscience,1618,1626,106
"Pérez-Otaño, I., Luján, R., Tavalin, S.J., Plomann, M., Modregger, J., Liu, X.-B., Jones, E.G., Heinemann, S.F., Lo, D.C., Ehlers, M.D.",Endocytosis and synaptic removal of NR3A-containing NMDA receptors by PACSIN1/syndapin1,2006,Nature Neuroscience,611,621,107
"Keleman, K., Krüttner, S., Alenius, M., Dickson, B.J.",Function of the Drosophila CPEB protein Orb2 in long-term courtship memory,2007,Nature Neuroscience,1587,1593,107
"Kindt, K.S., Viswanath, V., Macpherson, L., Quast, K., Hu, H., Patapoutian, A., Schafer, W.R.",Caenorhabditis elegans TRPA-1 functions in mechanosensation,2007,Nature Neuroscience,568,577,107
"Labouèbe, G., Lomazzi, M., Cruz, H.G., Creton, C., Luján, R., Li, M., Yanagawa, Y., Obata, K., Watanabe, M., Wickman, K., Boyer, S.B., Slesinger, P.A., Lüscher, C.",RGS2 modulates coupling between GABA<inf>B</inf> receptors and GIRK channels in dopamine neurons of the ventral tegmental area,2007,Nature Neuroscience,1559,1568,107
"Nicol, X., Voyatzis, S., Muzerelle, A., Narboux-Nême, N., Südhof, T.C., Miles, R., Gaspar, P.",cAMP oscillations and retinal activity are permissive for ephrin signaling during the establishment of the retinotopic map,2007,Nature Neuroscience,340,347,107
"Porter, J., Craven, B., Khan, R.M., Chang, S.-J., Kang, I., Judkewitz, B., Volpe, J., Settles, G., Sobel, N.",Mechanisms of scent-tracking in humans,2007,Nature Neuroscience,27,29,107
"Sieburth, D., Madison, J.M., Kaplan, J.M.",PKC-1 regulates secretion of neuropeptides,2007,Nature Neuroscience,49,57,107
"Durieux, P.F., Bearzatto, B., Guiducci, S., Buch, T., Waisman, A., Zoli, M., Schiffmann, S.N., De Kerchove D'Exaerde, A.","D""2R striatopallidal neurons inhibit both locomotor and drug reward processes",2009,Nature Neuroscience,393,395,107
"Vogels, T.P., Abbott, L.F.",Gating multiple signals through detailed balance of excitation and inhibition in spiking networks,2009,Nature Neuroscience,483,491,107
"Wu, X.-S., McNeil, B.D., Xu, J., Fan, J., Xue, L., Melicoff, E., Adachi, R., Bai, L., Wu, L.-G.",Ca2+ and calmodulin initiate all forms of endocytosis during depolarization at a nerve terminal,2009,Nature Neuroscience,1003,1010,107
"Li, S., Overman, J.J., Katsman, D., Kozlov, S.V., Donnelly, C.J., Twiss, J.L., Giger, R.J., Coppola, G., Geschwind, D.H., Carmichael, S.T.",An age-related sprouting transcriptome provides molecular control of axonal sprouting after stroke,2010,Nature Neuroscience,1496,1506,107
"Hunt, L.T., Kolling, N., Soltani, A., Woolrich, M.W., Rushworth, M.F.S., Behrens, T.E.J.",Mechanisms underlying cortical activity during value-guided choice,2012,Nature Neuroscience,470,476,107
"Min, R., Nevian, T.",Astrocyte signaling controls spike timing-dependent depression at neocortical synapses,2012,Nature Neuroscience,746,753,107
"Lee, S., Kruglikov, I., Huang, Z.J., Fishell, G., Rudy, B.",A disinhibitory circuit mediates motor integration in the somatosensory cortex,2013,Nature Neuroscience,1662,1670,107
"Ueno, M., Fujita, Y., Tanaka, T., Nakamura, Y., Kikuta, J., Ishii, M., Yamashita, T.",Layer v cortical neurons require microglial support for survival during postnatal development,2013,Nature Neuroscience,543,551,107
"Spiegel, I., Adamsky, K., Eshed, Y., Milo, R., Sabanay, H., Sarig-Nadir, O., Horresh, I., Scherer, S.S., Rasband, M.N., Peles, E.",A central role for Necl4 (SynCAM4) in Schwann cell-axon interaction and myelination,2007,Nature Neuroscience,861,869,108
"Singh, K.K., Park, K.J., Hong, E.J., Kramer, B.M., Greenberg, M.E., Kaplan, D.R., Miller, F.D.",Developmental axon pruning mediated by BDNF-p75NTR-dependent axon degeneration,2008,Nature Neuroscience,649,658,108
"Joksimovic, M., Yun, B.A., Kittappa, R., Anderegg, A.M., Chang, W.W., Taketo, M.M., McKay, R.D.G., Awatramani, R.B.",Wnt antagonism of Shh facilitates midbrain floor plate neurogenesis,2009,Nature Neuroscience,125,131,108
"Pouille, F., Marin-Burgin, A., Adesnik, H., Atallah, B.V., Scanziani, M.",Input normalization by global feedforward inhibition expands cortical dynamic range,2009,Nature Neuroscience,1577,1585,108
"Mayer, C., Boehm, U.",Female reproductive maturation in the absence of kisspeptin/GPR54 signaling,2011,Nature Neuroscience,704,710,108
"Celikel, T., Szostak, V.A., Feldman, D.E.",Modulation of spike timing by sensory deprivation during induction of cortical map plasticity,2004,Nature Neuroscience,534,541,109
"Doricchi, F., Guariglia, P., Gasparini, M., Tomaiuolo, F.",Dissociation between physical and mental number line bisection in right hemisphere brain damage,2005,Nature Neuroscience,1663,1665,109
"Eiraku, M., Tohgo, A., Ono, K., Kaneko, M., Fujishima, K., Hirano, T., Kengaku, M.",DNER acts as a neuron-specific Notch ligand during Bergmann glial development,2005,Nature Neuroscience,873,880,109
"Piper, M., Salih, S., Weinl, C., Holt, C.E., Harris, W.A.",Endocytosis-dependent desensitization and protein synthesis-dependent resensitization in retinal growth cone adaptation,2005,Nature Neuroscience,179,186,109
"Wadiche, J.I., Jahr, C.E.",Patterned expression of Purkinje cell glutamate transporters controls synaptic plasticity,2005,Nature Neuroscience,1329,1334,109
"Mazzuca, M., Heurteaux, C., Alloui, A., Diochot, S., Baron, A., Voilley, N., Blondeau, N., Escoubas, P., Gélot, A., Cupo, A., Zimmer, A., Zimmer, A.M., Eschalier, A., Lazdunski, M.",A tarantula peptide against pain via ASIC1a channels and opioid mechanisms,2007,Nature Neuroscience,943,945,109
"Bolduc, F.V., Bell, K., Cox, H., Broadie, K.S., Tully, T.",Excess protein synthesis in Drosophila Fragile X mutants impairs long-term memory,2008,Nature Neuroscience,1143,1145,109
"Chen, Y., Martinez-Conde, S., Macknik, S.L., Bereshpolova, Y., Swadlow, H.A., Alonso, J.-M.",Task difficulty modulates the activity of specific neuronal populations in primary visual cortex,2008,Nature Neuroscience,974,982,109
"Naka, H., Nakamura, S., Shimazaki, T., Okano, H.",Requirement for COUP-TFI and II in the temporal specification of neural stem cells in CNS development,2008,Nature Neuroscience,1014,1023,109
"Howard, J.D., Plailly, J., Grueschow, M., Haynes, J.-D., Gottfried, J.A.",Odor quality coding and categorization in human posterior piriform cortex,2009,Nature Neuroscience,932,938,109
"Rideout, E.J., Dornan, A.J., Neville, M.C., Eadie, S., Goodwin, S.F.",Control of sexual differentiation and behavior by the doublesex gene in Drosophila melanogaster,2010,Nature Neuroscience,458,466,109
"Hayden, B.Y., Pearson, J.M., Platt, M.L.",Neuronal basis of sequential foraging decisions in a patchy environment,2011,Nature Neuroscience,933,939,109
"Bateup, H.S., Svenningsson, P., Kuroiwa, M., Gong, S., Nishi, A., Heintz, N., Greengard, P.",Cell type-specific regulation of DARPP-32 phosphorylation by psychostimulant and antipsychotic drugs,2008,Nature Neuroscience,932,939,110
"Talavera, K., Gees, M., Karashima, Y., Meseguer, V.M., Vanoirbeek, J.A.J., Damann, N., Everaerts, W., Benoit, M., Janssens, A., Vennekens, R., Viana, F., Nemery, B., Nilius, B., Voets, T.",Nicotine activates the chemosensory cation channel TRPA1,2009,Nature Neuroscience,1293,1299,110
"Woodhoo, A., Alonso, M.B.D., Droggiti, A., Turmaine, M., D'Antonio, M., Parkinson, D.B., Wilton, D.K., Al-Shawi, R., Simons, P., Shen, J., Guillemot, F., Radtke, F., Meijer, D., Feltri, M.L., Wrabetz, L., Mirsky, R., Jessen, K.R.","Notch controls embryonic Schwann cell differentiation, postnatal myelination and adult plasticity",2009,Nature Neuroscience,839,847,110
"Gu, J., Lee, C.W., Fan, Y., Komlos, D., Tang, X., Sun, C., Yu, K., Hartzell, H.C., Chen, G., Bamburg, J.R., Zheng, J.Q.",ADF/cofilin-mediated actin dynamics regulate AMPA receptor trafficking during synaptic plasticity,2010,Nature Neuroscience,1208,1215,110
"Thomas, P., Mortensen, M., Hosie, A.M., Smart, T.G.",Dynamic mobility of functional GABA<inf>A</inf> receptors at inhibitory synapses,2005,Nature Neuroscience,889,897,111
"Zelano, C., Bensafi, M., Porter, J., Mainland, J., Johnson, B., Bremner, E., Telles, C., Khan, R., Sobel, N.",Attentional modulation in human primary olfactory cortex,2005,Nature Neuroscience,114,120,111
"Berniker, M., Kording, K.",Estimating the sources of motor errors for adaptation and generalization,2008,Nature Neuroscience,1454,1461,111
"Hägglund, M., Borgius, L., Dougherty, K.J., Kiehn, O.",Activation of groups of excitatory neurons in the mammalian spinal cord or hindbrain evokes locomotion,2010,Nature Neuroscience,246,252,111
"Gilja, V., Nuyujukian, P., Chestek, C.A., Cunningham, J.P., Yu, B.M., Fan, J.M., Churchland, M.M., Kaufman, M.T., Kao, J.C., Ryu, S.I., Shenoy, K.V.",A high-performance neural prosthesis enabled by control algorithm design,2012,Nature Neuroscience,1752,1757,111
