Authors,Title,Year,Source title,Page start,Page end,Cited by
"Toy, W., Shen, Y., Won, H., Green, B., Sakr, R.A., Will, M., Li, Z., Gala, K., Fanning, S., King, T.A., Hudis, C., Chen, D., Taran, T., Hortobagyi, G., Greene, G., Berger, M., Baselga, J., Chandarlapaty, S.",ESR1 ligand-binding domain mutations in hormone-resistant breast cancer,2013,Nature Genetics,1439,1445,161
"Köhler, C., Page, D.R., Gagliardini, V., Grossniklaus, U.",The Arabidopsis thaliana MEDEA Polycomb group protein controls expression of PHERES1 by parental imprinting,2005,Nature Genetics,28,30,162
"Mehrabian, M., Allayee, H., Stockton, J., Pek, Y.L., Drake, T.A., Castellani, L.W., Suh, M., Armour, C., Edwards, S., Lamb, J., Lusis, A.J., Schadt, E.E.",Integrating genotypic and expression data in a segregating mouse population to identify 5-lipoxygenase as a susceptibility gene for obesity and bone traits,2005,Nature Genetics,1224,1233,162
"Bergamaschi, D., Samuels, Y., Sullivan, A., Zvelebil, M., Breyssens, H., Bisso, A., Del Sal, G., Syed, N., Smith, P., Gasco, M., Crook, T., Lu, X.",iASPP preferentially binds p53 proline-rich region and modulates apoptotic function of codon 72-polymorphic p53,2006,Nature Genetics,1133,1141,162
"Carlborg, Ö., Jacobsson, L., Åhgren, P., Siegel, P., Andersson, L.",Epistasis and the release of genetic variation during long-term selection,2006,Nature Genetics,418,420,162
"Ferrante, M.I., Zullo, A., Barra, A., Bimonte, S., Messaddeq, N., Studer, M., Dollé, P., Franco, B.",Oral-facial-digital type I protein is required for primary cilia formation and left-right axis specification,2006,Nature Genetics,112,117,162
"Richards, A., Van Den Maagdenberg, A.M.J.M., Jen, J.C., Kavanagh, D., Bertram, P., Spitzer, D., Liszewski, M.K., Barilla-Labarca, M.-L., Terwindt, G.M., Kasai, Y., McLellan, M., Grand, M.G., Vanmolkot, K.R.J., De Vries, B., Wan, J., Kane, M.J., Mamsa, H., Schäfer, R., Stam, A.H., Haan, J., De Jong, P.T.V.M., Storimans, C.W., Van Schooneveld, M.J., Oosterhuis, J.A., Gschwendter, A., Dichgans, M., Kotschet, K.E., Hodgkinson, S., Hardy, T.A., Delatycki, M.B., Hajj-Ali, R.A., Kothari, P.H., Nelson, S.F., Frants, R.R., Baloh, R.W., Ferrari, M.D., Atkinson, J.P.",C-terminal truncations in human 3′-5′ DNA exonuclease TREX1 cause autosomal dominant retinal vasculopathy with cerebral leukodystrophy,2007,Nature Genetics,1068,1070,162
"Goode, E.L., Chenevix-Trench, G., Song, H., Ramus, S.J., Notaridou, M., Lawrenson, K., Widschwendter, M., Vierkant, R.A., Larson, M.C., Kjaer, S.K., Birrer, M.J., Berchuck, A., Schildkraut, J., Tomlinson, I., Kiemeney, L.A., Cook, L.S., Gronwald, J., Garcia-Closas, M., Gore, M.E., Campbell, I., Whittemore, A.S., Sutphen, R., Phelan, C., Anton-Culver, H., Pearce, C.L., Lambrechts, D., Rossing, M.A., Chang-Claude, J., Moysich, K.B., Goodman, M.T., Dörk, T., Nevanlinna, H., Ness, R.B., Rafnar, T., Hogdall, C., Hogdall, E., Fridley, B.L., Cunningham, J.M., Sieh, W., McGuire, V., Godwin, A.K., Cramer, D.W., Hernandez, D., Levine, D., Lu, K., Iversen, E.S., Palmieri, R.T., Houlston, R., Van Altena, A.M., Aben, K.K.H., Massuger, L.F.A.G., Brooks-Wilson, A., Kelemen, L.E., Le, N.D., Jakubowska, A., Lubinski, J., Medrek, K., Stafford, A., Easton, D.F., Tyrer, J., Bolton, K.L., Harrington, P., Eccles, D., Chen, A., Molina, A.N., Davila, B.N., Arango, H., Tsai, Y.-Y., Chen, Z., Risch, H.A., McLaughlin, J., Narod, S.A., Ziogas, A., Brewster, W., Gentry-Maharaj, A., Menon, U., Wu, A.H., Stram, D.O., Pike, M.C., Beesley, J., Webb, P.M., Chen, X., Ekici, A.B., Thiel, F.C., Beckmann, M.W., Yang, H., Wentzensen, N., Lissowska, J., Fasching, P.A., Despierre, E., Amant, F., Vergote, I., Doherty, J., Hein, R., Wang-Gohrke, S., Lurie, G., Carney, M.E., Thompson, P.J., Runnebaum, I., Hillemanns, P., Dürst, M., Antonenkova, N., Bogdanova, N., Leminen, A., Butzow, R., Heikkinen, T., Stefansson, K., Sulem, P., Besenbacher, S., Sellers, T.A., Gayther, S.A., Pharoah, P.D.P.",A genome-wide association study identifies susceptibility loci for ovarian cancer at 2q31 and 8q24,2010,Nature Genetics,874,879,162
"Bass, A.J., Lawrence, M.S., Brace, L.E., Ramos, A.H., Drier, Y., Cibulskis, K., Sougnez, C., Voet, D., Saksena, G., Sivachenko, A., Jing, R., Parkin, M., Pugh, T., Verhaak, R.G., Stransky, N., Boutin, A.T., Barretina, J., Solit, D.B., Vakiani, E., Shao, W., Mishina, Y., Warmuth, M., Jimenez, J., Chiang, D.Y., Signoretti, S., Kaelin Jr., W.G., Spardy, N., Hahn, W.C., Hoshida, Y., Ogino, S., Depinho, R.A., Chin, L., Garraway, L.A., Fuchs, C.S., Baselga, J., Tabernero, J., Gabriel, S., Lander, E.S., Getz, G., Meyerson, M.",Genomic sequencing of colorectal adenocarcinomas identifies a recurrent VTI1A-TCF7L2 fusion,2011,Nature Genetics,964,970,162
"Miotto, O., Almagro-Garcia, J., Manske, M., MacInnis, B., Campino, S., Rockett, K.A., Amaratunga, C., Lim, P., Suon, S., Sreng, S., Anderson, J.M., Duong, S., Nguon, C., Chuor, C.M., Saunders, D., Se, Y., Lon, C., Fukuda, M.M., Amenga-Etego, L., Hodgson, A.V.O., Asoala, V., Imwong, M., Takala-Harrison, S., Nosten, F., Su, X.-Z., Ringwald, P., Ariey, F., Dolecek, C., Hien, T.T., Boni, M.F., Thai, C.Q., Amambua-Ngwa, A., Conway, D.J., Djimdé, A.A., Doumbo, O.K., Zongo, I., Ouedraogo, J.-B., Alcock, D., Drury, E., Auburn, S., Koch, O., Sanders, M., Hubbart, C., Maslen, G., Ruano-Rubio, V., Jyothi, D., Miles, A., O'Brien, J., Gamble, C., Oyola, S.O., Rayner, J.C., Newbold, C.I., Berriman, M., Spencer, C.C.A., McVean, G., Day, N.P., White, N.J., Bethell, D., Dondorp, A.M., Plowe, C.V., Fairhurst, R.M., Kwiatkowski, D.P.",Multiple populations of artemisinin-resistant Plasmodium falciparum in Cambodia,2013,Nature Genetics,648,655,162
"Hillebrandt, S., Wasmuth, H.E., Weiskirchen, R., Hellerbrand, C., Keppeler, H., Werth, A., Schirin-Sokhan, R., Wilkens, G., Geier, A., Lorenzen, J., Köhl, J., Gressner, A.M., Matern, S., Lammert, F.",Complement factor 5 is a quantitative trait gene that modifies liver fibrogenesis in mice and humans,2005,Nature Genetics,835,843,163
"Benko, S., Fantes, J.A., Amiel, J., Kleinjan, D.-J., Thomas, S., Ramsay, J., Jamshidi, N., Essafi, A., Heaney, S., Gordon, C.T., McBride, D., Golzio, C., Fisher, M., Perry, P., Abadie, V., Ayuso, C., Holder-Espinasse, M., Kilpatrick, N., Lees, M.M., Picard, A., Temple, I.K., Thomas, P., Vazquez, M.-P., Vekemans, M., Crollius, H.R., Hastie, N.D., Munnich, A., Etchevers, H.C., Pelet, A., Farlie, P.G., Fitzpatrick, D.R., Lyonnet, S.",Highly conserved non-coding elements on either side of SOX9 associated with Pierre Robin sequence,2009,Nature Genetics,359,364,163
"Chambers, J.C., Zhang, W., Sehmi, J., Li, X., Wass, M.N., Van Der Harst, P., Holm, H., Sanna, S., Kavousi, M., Baumeister, S.E., Coin, L.J., Deng, G., Gieger, C., Heard-Costa, N.L., Hottenga, J.-J., Kühnel, B., Kumar, V., Lagou, V., Liang, L., Luan, J., Vidal, P.M., Leach, I.M., O'Reilly, P.F., Peden, J.F., Rahmioglu, N., Soininen, P., Speliotes, E.K., Yuan, X., Thorleifsson, G., Alizadeh, B.Z., Atwood, L.D., Borecki, I.B., Brown, M.J., Charoen, P., Cucca, F., Das, D., De Geus, E.J.C., Dixon, A.L., Döring, A., Ehret, G., Eyjolfsson, G.I., Farrall, M., Forouhi, N.G., Friedrich, N., Goessling, W., Gudbjartsson, D.F., Harris, T.B., Hartikainen, A.-L., Heath, S., Hirschfield, G.M., Hofman, A., Homuth, G., Hyppönen, E., Janssen, H.L.A., Johnson, T., Kangas, A.J., Kema, I.P., Kühn, J.P., Lai, S., Lathrop, M., Lerch, M.M., Li, Y., Liang, T.J., Lin, J.-P., Loos, R.J.F., Martin, N.G., Moffatt, M.F., Montgomery, G.W., Munroe, P.B., Musunuru, K., Nakamura, Y., O'Donnell, C.J., Olafsson, I., Penninx, B.W., Pouta, A., Prins, B.P., Prokopenko, I., Puls, R., Ruokonen, A., Savolainen, M.J., Schlessinger, D., Schouten, J.N.L., Seedorf, U., Sen-Chowdhry, S., Siminovitch, K.A., Smit, J.H., Spector, T.D., Tan, W., Teslovich, T.M., Tukiainen, T., Uitterlinden, A.G., Van Der Klauw, M.M., Vasan, R.S., Wallace, C., Wallaschofski, H., Wichmann, H.-E., Willemsen, G., Würtz, P., Xu, C., Yerges-Armstrong, L.M., Abecasis, G.R., Ahmadi, K.R., Boomsma, D.I., Caulfield, M., Cookson, W.O., Van Duijn, C.M., Froguel, P., Matsuda, K., McCarthy, M.I., Meisinger, C., Mooser, V., Pietiláinen, K.H., Schumann, G., Snieder, H., Sternberg, M.J.E., Stolk, R.P., Thomas, H.C., Thorsteinsdottir, U., Uda, M., Waeber, G., Wareham, N.J., Waterworth, D.M., Watkins, H., Whitfield, J.B., Witteman, J.C.M., Wolffenbuttel, B.H.R., Fox, C.S., Ala-Korpela, M., Stefansson, K., Vollenweider, P., Völzke, H., Schadt, E.E., Scott, J., Járvelin, M.-R., Elliott, P., Kooner, J.S.",Genome-wide association study identifies loci influencing concentrations of liver enzymes in plasma,2011,Nature Genetics,1131,1138,163
"Bonn, S., Zinzen, R.P., Girardot, C., Gustafson, E.H., Perez-Gonzalez, A., Delhomme, N., Ghavi-Helm, Y., Wilczyåski, B., Riddell, A., Furlong, E.E.M.",Tissue-specific analysis of chromatin state identifies temporal signatures of enhancer activity during embryonic development,2012,Nature Genetics,148,156,163
"Giorgini, F., Guidetti, P., Nguyen, Q., Bennett, S.C., Muchowski, P.J.",A genomic screen in yeast implicates kynurenine 3-monooxygenase as a therapeutic target for Huntington disease,2005,Nature Genetics,526,531,164
"Haygood, R., Fedrigo, O., Hanson, B., Yokoyama, K.-D., Wray, G.A.",Promoter regions of many neural- and nutrition-related genes have experienced positive selection during human evolution,2007,Nature Genetics,1140,1144,164
"Nicot, A.-S., Toussaint, A., Tosch, V., Kretz, C., Wallgren-Pettersson, C., Iwarsson, E., Kingston, H., Garnier, J.-M., Biancalana, V., Oldfors, A., Mandel, J.-L., Laporte, J.",Mutations in amphiphysin 2 (BIN1) disrupt interaction with dynamin 2 and cause autosomal recessive centronuclear myopathy,2007,Nature Genetics,1134,1139,164
"Dibbens, L.M., Tarpey, P.S., Hynes, K., Bayly, M.A., Scheffer, I.E., Smith, R., Bomar, J., Sutton, E., Vandeleur, L., Shoubridge, C., Edkins, S., Turner, S.J., Stevens, C., O'Meara, S., Tofts, C., Barthorpe, S., Buck, G., Cole, J., Halliday, K., Jones, D., Lee, R., Madison, M., Mironenko, T., Varian, J., West, S., Widaa, S., Wray, P., Teague, J., Dicks, E., Butler, A., Menzies, A., Jenkinson, A., Shepherd, R., Gusella, J.F., Afawi, Z., Mazarib, A., Neufeld, M.Y., Kivity, S., Lev, D., Lerman-Sagie, T., Korczyn, A.D., Derry, C.P., Sutherland, G.R., Friend, K., Shaw, M., Corbett, M., Kim, H.-G., Geschwind, D.H., Thomas, P., Haan, E., Ryan, S., McKee, S., Berkovic, S.F., Futreal, P.A., Stratton, M.R., Mulley, J.C., Gécz, J.",X-linked protocadherin 19 mutations cause female-limited epilepsy and cognitive impairment,2008,Nature Genetics,776,781,164
"Melzer, S., Lens, F., Gennen, J., Vanneste, S., Rohde, A., Beeckman, T.",Flowering-time genes modulate meristem determinacy and growth form in Arabidopsis thaliana,2008,Nature Genetics,1489,1492,164
"Puschendorf, M., Terranova, R., Boutsma, E., Mao, X., Isono, K.-I., Brykczynska, U., Kolb, C., Otte, A.P., Koseki, H., Orkin, S.H., Van Lohuizen, M., Peters, A.H.F.M.",PRC1 and Suv39h specify parental asymmetry at constitutive heterochromatin in early mouse embryos,2008,Nature Genetics,411,420,164
"Cordeddu, V., Di Schiavi, E., Pennacchio, L.A., Ma'ayan, A., Sarkozy, A., Fodale, V., Cecchetti, S., Cardinale, A., Martin, J., Schackwitz, W., Lipzen, A., Zampino, G., Mazzanti, L., Digilio, M.C., Martinelli, S., Flex, E., Lepri, F., Bartholdi, D., Kutsche, K., Ferrero, G.B., Anichini, C., Selicorni, A., Rossi, C., Tenconi, R., Zenker, M., Merlo, D., Dallapiccola, B., Iyengar, R., Bazzicalupo, P., Gelb, B.D., Tartaglia, M.",Mutation of SHOC2 promotes aberrant protein N-myristoylation and causes Noonan-like syndrome with loose anagen hair,2009,Nature Genetics,1022,1026,164
"O'Connell, R.J., Thon, M.R., Hacquard, S., Amyotte, S.G., Kleemann, J., Torres, M.F., Damm, U., Buiate, E.A., Epstein, L., Alkan, N., Altmüller, J., Alvarado-Balderrama, L., Bauser, C.A., Becker, C., Birren, B.W., Chen, Z., Choi, J., Crouch, J.A., Duvick, J.P., Farman, M.A., Gan, P., Heiman, D., Henrissat, B., Howard, R.J., Kabbage, M., Koch, C., Kracher, B., Kubo, Y., Law, A.D., Lebrun, M.-H., Lee, Y.-H., Miyara, I., Moore, N., Neumann, U., Nordström, K., Panaccione, D.G., Panstruga, R., Place, M., Proctor, R.H., Prusky, D., Rech, G., Reinhardt, R., Rollins, J.A., Rounsley, S., Schardl, C.L., Schwartz, D.C., Shenoy, N., Shirasu, K., Sikhakolli, U.R., Stüber, K., Sukno, S.A., Sweigard, J.A., Takano, Y., Takahara, H., Trail, F., Van Der Does, H.C., Voll, L.M., Will, I., Young, S., Zeng, Q., Zhang, J., Zhou, S., Dickman, M.B., Schulze-Lefert, P., Ver Loren Van Themaat, E., Ma, L.-J., Vaillancourt, L.J.",Lifestyle transitions in plant pathogenic Colletotrichum fungi deciphered by genome and transcriptome analyses,2012,Nature Genetics,1060,1065,164
"Ueki, K., Okada, T., Hu, J., Chong, W.L., Assmann, A., Dahlgren, G.M., Peters, J.L., Shackman, J.G., Zhang, M., Artner, I., Satin, L.S., Stein, R., Holzenberger, M., Kennedy, R.T., Kahn, C.R., Kulkarni, R.N.",Total insulin and IGF-I resistance in pancreatic β cells causes overt diabetes,2006,Nature Genetics,583,588,165
"Eberhart, J.K., He, X., Swartz, M.E., Yan, Y.-L., Song, H., Boling, T.C., Kunerth, A.K., Walker, M.B., Kimmel, C.B., Postlethwait, J.H.",MicroRNA Mirn140 modulates Pdgf signaling during palatogenesis,2008,Nature Genetics,290,298,165
"Stegmaier, K., Ross, K.N., Colavito, S.A., O'Malley, S., Stockwell, B.R., Golub, T.R.",Gene expression-based high-throughput screening (GE-HTS) and application to leukemia differentiation,2004,Nature Genetics,257,263,166
"De Bakker, P.I.W., Burtt, N.P., Graham, R.R., Guiducci, C., Yelensky, R., Drake, J.A., Bersaglieri, T., Penney, K.L., Butler, J., Young, S., Onofrio, R.C., Lyon, H.N., Stram, D.O., Haiman, C.A., Freedman, M.L., Zhu, X., Cooper, R., Groop, L., Kolonel, L.N., Henderson, B.E., Daly, M.J., Hirschhorn, J.N., Altshuler, D.",Transferability of tag SNPs in genetic association studies in multiple populations,2006,Nature Genetics,1298,1303,166
"Antoniou, A.C., Wang, X., Fredericksen, Z.S., McGuffog, L., Tarrell, R., Sinilnikova, O.M., Healey, S., Morrison, J., Kartsonaki, C., Lesnick, T., Ghoussaini, M., Barrowdale, D., Peock, S., Cook, M., Oliver, C., Frost, D., Eccles, D., Evans, D.G., Eeles, R., Izatt, L., Chu, C., Douglas, F., Paterson, J., Stoppa-Lyonnet, D., Houdayer, C., Mazoyer, S., Giraud, S., Lasset, C., Remenieras, A., Caron, O., Hardouin, A., Berthet, P., Hogervorst, F.B.L., Rookus, M.A., Jager, A., Van Den Ouweland, A., Hoogerbrugge, N., Van Der Luijt, R.B., Meijers-Heijboer, H., G'mez García, E.B., Devilee, P., Vreeswijk, M.P.G., Lubinski, J., Jakubowska, A., Gronwald, J., Huzarski, T., Byrski, T., G'rski, B., Cybulski, C., Spurdle, A.B., Holland, H., Goldgar, D.E., John, E.M., Hopper, J.L., Southey, M., Buys, S.S., Daly, M.B., Terry, M.-B., Schmutzler, R.K., Wappenschmidt, B., Engel, C., Meindl, A., Preisler-Adams, S., Arnold, N., Niederacher, D., Sutter, C., Domchek, S.M., Nathanson, K.L., Rebbeck, T., Blum, J.L., Piedmonte, M., Rodriguez, G.C., Wakeley, K., Boggess, J.F., Basil, J., Blank, S.V., Friedman, E., Kaufman, B., Laitman, Y., Milgrom, R., Andrulis, I.L., Glendon, G., Ozcelik, H., Kirchhoff, T., Vijai, J., Gaudet, M.M., Altshuler, D., Guiducci, C., Loman, N., Harbst, K., Rantala, J., Ehrencrona, H., Gerdes, A.-M., Thomassen, M., Sunde, L., Peterlongo, P., Manoukian, S., Bonanni, B., Viel, A., Radice, P., Caldes, T., De La Hoya, M., Singer, C.F., Fink-Retter, A., Greene, M.H., Mai, P.L., Loud, J.T., Guidugli, L., Lindor, N.M., Hansen, T.V.O., Nielsen, F.C., Blanco, I., Lazaro, C., Garber, J., Ramus, S.J., Gayther, S.A., Phelan, C., Narod, S., Szabo, C.I., Benitez, J., Osorio, A., Nevanlinna, H., Heikkinen, T., Caligo, M.A., Beattie, M.S., Hamann, U., Godwin, A.K., Montagna, M., Casella, C., Neuhausen, S.L., Karlan, B.Y., Tung, N., Toland, A.E., Weitzel, J., Olopade, O., Simard, J., Soucy, P., Rubinstein, W.S., Arason, A., Rennert, G., Martin, N.G., Montgomery, G.W., Chang-Claude, J., Flesch-Janys, D., Brauch, H., Severi, G., Baglietto, L., Cox, A., Cross, S.S., Miron, P., Gerty, S.M., Tapper, W., Yannoukakos, D., Fountzilas, G., Fasching, P.A., Beckmann, M.W., Dos Santos Silva, I., Peto, J., Lambrechts, D., Paridaens, R., Rüdiger, T., Försti, A., Winqvist, R., Pylkäs, K., Diasio, R.B., Lee, A.M., Eckel-Passow, J., Vachon, C., Blows, F., Driver, K., Dunning, A., Pharoah, P.P.D., Offit, K., Pankratz, V.S., Hakonarson, H., Chenevix-Trench, G., Easton, D.F., Couch, F.J.",A locus on 19p13 modifies risk of breast cancer in BRCA1 mutation carriers and is associated with hormone receptor-negative breast cancer in the general population,2010,Nature Genetics,885,892,166
"Graubert, T.A., Shen, D., Ding, L., Okeyo-Owuor, T., Lunn, C.L., Shao, J., Krysiak, K., Harris, C.C., Koboldt, D.C., Larson, D.E., McLellan, M.D., Dooling, D.J., Abbott, R.M., Fulton, R.S., Schmidt, H., Kalicki-Veizer, J., O'Laughlin, M., Grillot, M., Baty, J., Heath, S., Frater, J.L., Nasim, T., Link, D.C., Tomasson, M.H., Westervelt, P., Dipersio, J.F., Mardis, E.R., Ley, T.J., Wilson, R.K., Walter, M.J.",Recurrent mutations in the U2AF1 splicing factor in myelodysplastic syndromes,2012,Nature Genetics,53,57,166
"Robinson, D.R., Wu, Y.-M., Vats, P., Su, F., Lonigro, R.J., Cao, X., Kalyana-Sundaram, S., Wang, R., Ning, Y., Hodges, L., Gursky, A., Siddiqui, J., Tomlins, S.A., Roychowdhury, S., Pienta, K.J., Kim, S.Y., Roberts, J.S., Rae, J.M., Van Poznak, C.H., Hayes, D.F., Chugh, R., Kunju, L.P., Talpaz, M., Schott, A.F., Chinnaiyan, A.M.",Activating ESR1 mutations in hormone-resistant metastatic breast cancer,2013,Nature Genetics,1446,1451,166
"Fredman, D., White, S.J., Potter, S., Eichler, E.E., Den Dunnen, J.T., Brookes, A.J.",Complex SNP-related sequence variation in segmental genome duplications,2004,Nature Genetics,861,866,167
"Plagge, A., Gordon, E., Dean, W., Boiani, R., Cinti, S., Peters, J., Kelsey, G.",The imprinted signaling protein XLαs is required for postnatal adaptation to feeding,2004,Nature Genetics,818,826,167
"Yu, W., Ginjala, V., Pant, V., Chernukhin, I., Whitehead, J., Docquier, F., Farrar, D., Tavoosidana, G., Mukhopadhyay, R., Kanduri, C., Oshimura, M., Feinberg, A.P., Lobanenkov, V., Klenova, E., Ohlsson, R.",Poly(ADP-ribosyl)ation regulates CTCF-dependent chromatin insulation,2004,Nature Genetics,1105,1110,167
"Ropero, S., Fraga, M.F., Ballestar, E., Hamelin, R., Yamamoto, H., Boix-Chornet, M., Caballero, R., Alaminos, M., Setien, F., Paz, M.F., Herranz, M., Palacios, J., Arango, D., Orntoft, T.F., Aaltonen, L.A., Schwartz Jr., S., Esteller, M.",A truncating mutation of HDAC2 in human cancers confers resistance to histone deacetylase inhibition,2006,Nature Genetics,566,569,167
"Kassmann, C.M., Lappe-Siefke, C., Baes, M., Brügger, B., Mildner, A., Werner, H.B., Natt, O., Michaelis, T., Prinz, M., Frahm, J., Nave, K.-A.",Axonal loss and neuroinflammation caused by peroxisome-deficient oligodendrocytes,2007,Nature Genetics,969,976,167
"Castle, J.C., Zhang, C., Shah, J.K., Kulkarni, A.V., Kalsotra, A., Cooper, T.A., Johnson, J.M.","Expression of 24,426 human alternative splicing events and predicted cis regulation in 48 tissues and cell lines",2008,Nature Genetics,1416,1425,167
"Esparza-Gordillo, J., Weidinger, S., Fölster-Holst, R., Bauerfeind, A., Ruschendorf, F., Patone, G., Rohde, K., Marenholz, I., Schulz, F., Kerscher, T., Hubner, N., Wahn, U., Schreiber, S., Franke, A., Vogler, R., Heath, S., Baurecht, H., Novak, N., Rodriguez, E., Illig, T., Lee-Kirsch, M.-A., Ciechanowicz, A., Kurek, M., Piskackova, T., MacEk, M., Lee, Y.-A., Ruether, A.",A common variant on chromosome 11q13 is associated with atopic dermatitis,2009,Nature Genetics,596,601,167
"Holm, H., Gudbjartsson, D.F., Arnar, D.O., Thorleifsson, G., Thorgeirsson, G., Stefansdottir, H., Gudjonsson, S.A., Jonasdottir, A., Mathiesen, E.B., Njølstad, I., Nyrnes, A., Wilsgaard, T., Hald, E.M., Hveem, K., Stoltenberg, C., Løchen, M.-L., Kong, A., Thorsteinsdottir, U., Stefansson, K.","Several common variants modulate heart rate, PR interval and QRS duration",2010,Nature Genetics,117,122,167
"Rizzoti, K., Brunelli, S., Carmignac, D., Thomas, P.Q., Robinson, I.C., Lovell-Badge, R.",SOX3 is required during the formation of the hypothalamo-pituitary axis,2004,Nature Genetics,247,255,168
"Beales, P.L., Bland, E., Tobin, J.L., Bacchelli, C., Tuysuz, B., Hill, J., Rix, S., Pearson, C.G., Kai, M., Hartley, J., Johnson, C., Irving, M., Elcioglu, N., Winey, M., Tada, M., Scambler, P.J.","IFT80, which encodes a conserved intraflagellar transport protein, is mutated in Jeune asphyxiating thoracic dystrophy",2007,Nature Genetics,727,729,168
"Visel, A., Prabhakar, S., Akiyama, J.A., Shoukry, M., Lewis, K.D., Holt, A., Plajzer-Frick, I., Afzal, V., Rubin, E.M., Pennacchio, L.A.",Ultraconservation identifies a small subset of extremely constrained developmental enhancers,2008,Nature Genetics,158,160,168
"Jaglin, X.H., Poirier, K., Saillour, Y., Buhler, E., Tian, G., Bahi-Buisson, N., Fallet-Bianco, C., Phan-Dinh-Tuy, F., Kong, X.P., Bomont, P., Castelnau-Ptakhine, L., Odent, S., Loget, P., Kossorotoff, M., Snoeck, I., Plessis, G., Parent, P., Beldjord, C., Cardoso, C., Represa, A., Flint, J., Keays, D.A., Cowan, N.J., Chelly, J.",Mutations in the Β-tubulin gene TUBB2B result in asymmetrical polymicrogyria,2009,Nature Genetics,746,752,168
"Gharavi, A.G., Kiryluk, K., Choi, M., Li, Y., Hou, P., Xie, J., Sanna-Cherchi, S., Men, C.J., Julian, B.A., Wyatt, R.J., Novak, J., He, J.C., Wang, H., Lv, J., Zhu, L., Wang, W., Wang, Z., Yasuno, K., Gunel, M., Mane, S., Umlauf, S., Tikhonova, I., Beerman, I., Savoldi, S., Magistroni, R., Ghiggeri, G.M., Bodria, M., Lugani, F., Ravani, P., Ponticelli, C., Allegri, L., Boscutti, G., Frasca, G., Amore, A., Peruzzi, L., Coppo, R., Izzi, C., Viola, B.F., Prati, E., Salvadori, M., Mignani, R., Gesualdo, L., Bertinetto, F., Mesiano, P., Amoroso, A., Scolari, F., Chen, N., Zhang, H., Lifton, R.P.",Genome-wide association study identifies susceptibility loci for IgA nephropathy,2011,Nature Genetics,321,329,168
"Stahl, E.A., Wegmann, D., Trynka, G., Gutierrez-Achury, J., Do, R., Voight, B.F., Kraft, P., Chen, R., Kallberg, H.J., Kurreeman, F.A.S., Kathiresan, S., Wijmenga, C., Gregersen, P.K., Alfredsson, L., Siminovitch, K.A., Worthington, J., De Bakker, P.I.W., Raychaudhuri, S., Plenge, R.M.",Bayesian inference analyses of the polygenic architecture of rheumatoid arthritis,2012,Nature Genetics,483,489,168
"Wang, S., Wu, K., Yuan, Q., Liu, X., Liu, Z., Lin, X., Zeng, R., Zhu, H., Dong, G., Qian, Q., Zhang, G., Fu, X.","Control of grain size, shape and quality by OsSPL16 in rice",2012,Nature Genetics,950,954,168
"Gissen, P., Johnson, C.A., Morgan, N.V., Stapelbroek, J.M., Forshew, T., Cooper, W.N., McKiernan, P.J., Klomp, L.W.J., Morris, A.A.M., Wraith, J.E., McClean, P., Lynch, S.A., Thompson, R.J., Lo, B., Quarrell, O.W., Di Rocco, M., Trembath, R.C., Mandel, H., Wali, S., Karet, F.E., Knisely, A.S., Houwen, R.H.J., Kelly, D.A., Maher, E.R.","Mutations in VPS33B, encoding a regulator of SNARE-dependent membrane fusion, cause arthrogryposis-renal dysfunction-cholestasis (ARC) syndrome",2004,Nature Genetics,400,404,169
"Monsuur, A.J., Bakker, P.I.W.D., Alizadeh, B.Z., Zhernakova, A., Bevova, M.R., Strengman, E., Franke, L., Slot, R.V., Belzen, M.J.V., Lavrijsen, I.C.M., Diosdado, B., Daly, M.J., Mulder, C.J.J., Mearin, M.L., Meijer, J.W.R., Meijer, G.A., Oort, E.V., Wapenaar, M.C., Koeleman, B.P.C., Wijmenga, C.",Myosin IXB variant increases the risk of celiac disease and points toward a primary intestinal barrier defect,2005,Nature Genetics,1341,1344,169
"Fuchs, T., Gavarini, S., Saunders-Pullman, R., Raymond, D., Ehrlich, M.E., Bressman, S.B., Ozelius, L.J.",Mutations in the THAP1 gene are responsible for DYT6 primary torsion dystonia,2009,Nature Genetics,286,288,169
"ELinghaus, E., ELinghaus, D., Stuart, P.E., Nair, R.P., Debrus, S., Raelson, J.V., Belouchi, M., Fournier, H., Reinhard, C., Ding, J., Li, Y., Tejasvi, T., GudjonSon, J., Stoll, S.W., Voorhees, J.J., Lambert, S., Weidinger, S., Eberlein, B., Kunz, M., Rahman, P., Gladman, D.D., Gieger, C., WichmaN, H.E., Karlsen, T.H., Mayr, G., Albrecht, M., Kabelitz, D., Mrowietz, U., Abecasis, G.R., Elder, J.T., Schreiber, S., Weichenthal, M., Franke, A.",Genome-wide asociation study identifies a psoriasis susceptibility locus at TRAF3IP2,2010,Nature Genetics,991,995,169
"Nikolaev, S.I., Rimoldi, D., Iseli, C., Valsesia, A., Robyr, D., Gehrig, C., Harshman, K., Guipponi, M., Bukach, O., Zoete, V., Michielin, O., Muehlethaler, K., Speiser, D., Beckmann, J.S., Xenarios, I., Halazonetis, T.D., Jongeneel, C.V., Stevenson, B.J., Antonarakis, S.E.",Exome sequencing identifies recurrent somatic MAP2K1 and MAP2K2 mutations in melanoma,2012,Nature Genetics,133,139,169
