Authors,Title,Year,Journal,Cites,Affiliations
"Celliers P.M., Millot M., Brygoo S., McWilliams R.S., Fratanduono D.E., Rygg J.R., Goncharov A.F., Loubeyre P., Eggert J.H., Peterson J.L., Meezan N.B., Le Pape S., Collins G.W., Jeanloz R., Hemley R.J.",Insulator-metal transition in dense fluid deuterium,2018,Science,12,"Lawrence Livermore National Laboratory (LLNL), Livermore, CA  94550, United States; CEA, DAM, DIF, Arpajon, F-91297, France; School of Physics and Astronomy and Centre for Science at Extreme Conditions, University of Edinburgh, Edinburgh, EH9 3FD, United Kingdom; Department of Mechanical Engineering, Physics and Astronomy, Laboratory for Laser Energetics, University of Rochester, Rochester, NY  14623, United States; Geophysical Laboratory, Carnegie Institution of Washington, Washington, DC  20015, United States; Department of Earth and Planetary Science, Department of Astronomy, University of California, Berkeley, CA  94720, United States; Institute of Materials Science, Department of Civil and Environmental Engineering, George Washington University, Washington, DC  20052, United States"
"Greenblatt E.J., Spradling A.C.",Fragile X mental retardation 1 gene enhances the translation of large autism-related proteins,2018,Science,12,"Howard Hughes Medical Institute Research Laboratories, Department of Embryology, Carnegie Institution for Science, Baltimore, MD  21218, United States"
"Zhou Y., Yan A., Han H., Li T., Geng Y., Liu X., Meyerowitz E.M.",Hairy meristem with wuschel confines clavata3 expression to the outer apical meristem layers,2018,Science,12,"Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, CA  91125, United States; Department of Botany and Plant Pathology, Purdue University, West Lafayette, IN  47907, United States; Purdue Center for Plant Biology, Purdue University, West Lafayette, IN  47907, United States; Howard Hughes Medical Institute, California Institute of Technology, Pasadena, CA  91125, United States; Department of Biochemistry, Purdue University, West Lafayette, IN  47907, United States"
"Marra G., Clivati C., Luckett R., Tampellini A., Kronjäger J., Wright L., Mura A., Levi F., Robinson S., Xuereb A., Baptie B., Calonico D.",Ultrastable laser interferometry for earthquake detection with terrestrial and submarine cables,2018,Science,12,"National Physical Laboratory, Hampton Road, Teddington, TW11 0LW, United Kingdom; Istituto Nazionale di Ricerca Metrologica, Strada delle Cacce 91, Turin, 10135, Italy; British Geological Survey, Lyell Centre, Research Avenue South, Edinburgh, EH14 4AP, United Kingdom; Politecnico di Torino, Corso Duca degli Abruzzi 24, Turin, 10129, Italy; Department of Physics, University of Malta, Msida, MSD 2080, Malta"
Service R.F.,Liquid sunshine,2018,Science,12,"Sydney, Australia; Brisbane, Australia; Melbourne, Australia"
"Harris R., Sato Y., Berkley A.J., Reis M., Altomare F., Amin M.H., Boothby K., Bunyk P., Deng C., Enderud C., Huang S., Hoskinson E., Johnson M.W., Ladizinsky E., Ladizinsky N., Lanting T., Li R., Medina T., Molavi R., Neufeld R., Oh T., Pavlov I., Perminov I., Poulin-Lamarre G., Rich C., Smirnov A., Swenson L., Tsai N., Volkmann M., Whittaker J., Yao J.",Phase transitions in a programmable quantum spin glass simulator,2018,Science,12,"D-Wave Systems, 3033 Beta Avenue, Burnaby, BC  V5G 4M9, Canada; Department of Physics, Simon Fraser University, Burnaby, BC  V5A 1S6, Canada; Department of Electrical and Computer Engineering, University of British Columbia, Vancouver, BC  V6T 1Z4, Canada"
"Xiao Y., Luo M., Dolan A.E., Liao M., Ke A.",Structure basis for RNA-guided DNA degradation by Cascade and Cas3,2018,Science,12,"Department of Molecular Biology and Genetics, Cornell University, 253 Biotechnology Building, Ithaca, NY  14853, United States; Department of Cell Biology, Harvard Medical School, 250 Longwood Avenue, SGM 509, Boston, MA  02115, United States; State Key Laboratory of Natural Medicines, Department of Pharmacology, China Pharmaceutical University, Nanjing, 210009, China"
"Sugawa S., Salces-Carcoba F., Perry A.R., Yue Y., Spielman I.B.",Second Chern number of a quantum-simulated non-Abelian Yang monopole,2018,Science,12,"Joint Quantum Institute, National Institute of Standards and Technology, University of Maryland, Gaithersburg, MD  20899-8424, United States; PRESTO, Japan Science and Technology Agency (JST), Saitama, 332-0012, Japan; Graduate School of Science, Kyoto University, Kyoto, 606-8502, Japan; Georgia Tech Research Institute, Atlanta, GA  30318, United States"
"Mo M.Z., Chen Z., Li R.K., Dunning M., Witte B.B.L., Baldwin J.K., Fletcher L.B., Kim J.B., Ng A., Redmer R., Reid A.H., Shekhar P., Shen X.Z., Shen M., Sokolowski-Tinten K., Tsui Y.Y., Wang Y.Q., Zheng Q., Wang X.J., Glenzer S.H.",Heterogeneous to homogeneous melting transition visualized with ultrafast electron diffraction,2018,Science,12,"SLAC National Accelerator Laboratory, Menlo Park, CA  94025, United States; Institut für Physik, Universität Rostock, Rostock, 18051, Germany; Los Alamos National Laboratory, Bikini Atoll Road, Los Alamos, NM  87545, United States; Department of Physics and Astronomy, University of British Columbia, Vancouver, BC  V6T 1Z1, Canada; Department of Electrical and Computer Engineering, University of Alberta, Edmonton, AB  T6G 2V4, Canada; Faculty of Physics, Centre for Nanointegration Duisburg-Essen, University of Duisburg-Essen, Lotharstrasse 1, Duisburg, D-47048, Germany"
"Einav L., Finkelstein A., Mullainathan S., Obermeyer Z.",Predictive modeling of U.S. health care spending in late life,2018,Science,12,"National Bureau of Economic Research, Cambridge, MA  02138, United States; Department of Economics, Stanford University, Stanford, CA  94305, United States; Department of Economics, Massachusetts Institute of Technology, Cambridge, MA  02142, United States; Department of Economics, Harvard University, Cambridge, MA  02138, United States; Department of Emergency Medicine and Health Care Policy, Harvard Medical School, Boston, MA  02115, United States"
"Bai R., Wan R., Yan C., Lei J., Shi Y.",Structures of the fully assembled Saccharomyces cerevisiae spliceosome before activation,2018,Science,12,"Beijing Advanced Innovation Center for Structural Biology, Tsinghua-Peking Joint Center for Life Sciences, Schools of Life Sciences and Medicine, Tsinghua University, Beijing, 100084, China; Technology Center for Protein Sciences, Ministry of Education Key Laboratory of Protein Sciences, School of Life Sciences, Tsinghua University, Beijing, 100084, China; Institute of Biology, Westlake Institute for Advanced Study, Westlake University, 18 Shilongshan Road, Xihu District, Hangzhou, Zhejiang Province  310064, China"
"El-Boustani S., Ip J.P.K., Breton-Provencher V., Knott G.W., Okuno H., Bito H., Sur M.",Locally coordinated synaptic plasticity of visual cortex neurons in vivo,2018,Science,12,"Department of Brain and Cognitive Sciences, Picower Institute for Learning and Memory, Massachusetts Institute of Technology, Cambridge, MA  02139, United States; Bio Electron Microscopy Laboratory, School of Life Sciences, École Polytechnique Fédérale de Lausanne, Lausanne, 1015, Switzerland; Medical Innovation Center, Kyoto University Graduate School of Medicine, Sakyo-ku, Kyoto, 606-8507, Japan; Department of Neurochemistry, Graduate School of Medicine, University of Tokyo, Hongo 7-3-1, Bunkyo-ku, Tokyo, 113-0033, Japan; Brain Mind Institute, School of Life Sciences, Ecole Polytechnique Fédérale de Lausanne, Lausanne, 1015, Switzerland; Department of Biochemistry and Molecular Biology, Graduate School of Medical and Dental Sciences, Kagoshima University, 8-35-1 Sakuragaoka, Kagoshima, 890-8544, Japan"
"Pan X., Ma J., Su X., Cao P., Chang W., Liu Z., Zhang X., Li M.",Structure of the maize photosystem I supercomplex with light-harvesting complexes I and II,2018,Science,12,"National Laboratory of Biomacromolecules, CAS Center for Excellence in Biomacromolecules, Institute of Biophysics, Chinese Academy of Sciences, Beijing, 100101, China; University of Chinese Academy of Sciences, Beijing, 100049, China; Center for Biological Imaging, CAS Center for Excellence in Biomacromolecules, Institute of Biophysics, Chinese Academy of Sciences, Beijing, 100101, China"
"Scheib C.L., Li H., Desai T., Link V., Kendall C., Dewar G., Griffith P.W., Mörseburg A., Johnson J.R., Potter A., Kerr S.L., Endicott P., Lindo J., Haber M., Xue Y., Tyler-Smith C., Sandhu M.S., Lorenz J.G., Randall T.D., Faltyskova Z., Pagani L., Danecek P., O’Connell T.C., Martz P., Boraas A.S., Byrd B.F., Leventhal A., Cambra R., Williamson R., Lesage L., Holguin B., Soto E.Y.-D., Rosas J., Metspalu M., Stock J.T., Manica A., Scally A., Wegmann D., Malhi R.S., Kivisild T.",Ancient human parallel lineages within North America contributed to a coastal expansion,2018,Science,12,"Department of Archaeology, University of Cambridge, Cambridge, CB2 3DZ, United Kingdom; Estonian Biocentre, Institute of Genomics, University of Tartu, Tartu, 51010, Estonia; Department of Anthropology, Carl R. Woese Institute for Genomic Biology, University of Illinois at Urbana-Champaign, Urbana, IL  61801, United States; Department of Genetics, University of Cambridge, Cambridge, CB2 3EH, United Kingdom; Department of Biology, Université de Fribourg, Fribourg, Switzerland; Department of Anthropology, University of Toronto, Toronto, ON  M5S 2S2, Canada; Santa Barbara Museum of Natural History, Santa Barbara, CA  93105, United States; Department of Anthropology, Portland State University, Portland, OR  97232, United States; Knight Diagnostics Laboratory, Oregon Health and Science University, Portland, OR  97239, United States; Department of Anthropology, Modesto Junior College, Modesto, CA  95350, United States; Department Hommes Natures Societies, Musée de l’Homme, Paris, 75016, France; Department of Anthropology, Emory University, Atlanta, GA  30322, United States; Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, CB10 1SA, United Kingdom; Department of Anthropology and Museum Studies, Central Washington University, Ellensburg, WA  98926, United States; Department of Anthropology, San Diego City College, San Diego, CA  92101, United States; APE Lab, Department of Biology, University of Padova, Padova, Italy; Department of Anthropology, California State University, Los Angeles, CA  90032, United States; Kenai Peninsula College, Soldotna, AK  99669, United States; Far Western Anthropological Research Group Inc., Davis, CA  95618, United States; Muwekma Ohlone Tribe of the San Francisco Bay Area, P.O. Box 360791, Milpitas, CA  95036, United States; Department of Anthropology, San Jose State University, San Jose, CA  95192, United States; Archaeological Services Inc., Toronto, Canada; Huron-Wendat Nation, Canada; Department of Anthropology, University of California, Los Angeles, CA  90095, United States; California Indian Advisory Committee, Santa Barbara Museum of Natural History, Santa Barbara, CA  93105, United States; Tongva Nation, CA, United States; Department of Anthropology, University of Western Ontario, London, ON  N6A 3K7, Canada; Department of Zoology, University of Cambridge, Cambridge, CB2 3EJ, United Kingdom"
"Mundoor H., Park S., Senyuk B., Wensink H.H., Smalyukh I.I.",Hybrid molecular-colloidal liquid crystals,2018,Science,12,"Department of Physics, Soft Materials Research Center, University of Colorado, Boulder, CO  80309, United States; Laboratoire de Physique des Solides, CNRS, Université Paris-Sud, Université Paris-Saclay, Orsay, 91405, France; Dept. of Electrical, Computer, and Energy Engineering, Materials Science and Engineering Program, University of Colorado, Boulder, CO  80309, United States; Renewable and Sustainable Energy Institute, National Renewable Energy Laboratory, University of Colorado, Boulder, CO  80309, United States"
"Lipton J.I., MacCurdy R., Manchester Z., Chin L., Cellucci D., Rus D.",Handedness in shearing auxetics creates rigid and compliant structures,2018,Science,12,"MIT Computer Science and Artificial Intelligence Lab, Cambridge, MA  02139, United States; School of Engineering and Applied Science, Harvard University, Cambridge, MA  02138, United States; NASA Ames Research Center, Moffett Field, CA  94035, United States"
"Lange K., Peise J., Lücke B., Kruse I., Vitagliano G., Apellaniz I., Kleinmann M., Tóth G., Klempt C.",Entanglement between two spatially separated atomic modes,2018,Science,12,"Institut für Quantenoptik, Leibniz Universität Hannover, Welfengarten 1, Hannover, D-30167, Germany; Institute for Quantum Optics and Quantum Information (IQOQI), Austrian Academy of Sciences, Boltzmanngasse 3, Vienna, A-1090, Austria; Department of Theoretical Physics, University of the Basque Country UPV/EHU, Post Office Box 644, Bilbao, E-48080, Spain; Naturwissenschaftlich–Technische Fakultät, Universität Siegen, Walter-Flex-Straße 3, Siegen, D-57068, Germany; Ikerbasque, Basque Foundation for Science, Bilbao, E-48013, Spain; Wigner Research Centre for Physics, Hungarian Academy of Sciences, Post Office Box 49, Budapest, H-1525, Hungary"
"Schuller J.M., Falk S., Fromm L., Hurt E., Conti E.",Structure of the nuclear exosome captured on a maturing preribosome,2018,Science,12,"Department of Structural Cell Biology, Max Planck Institute (MPI) for Biochemistry, Munich, Germany; Biochemistry Centre, University of Heidelberg, Heidelberg, Germany"
